"rk","tm","year","date","time","ltime","","opp","week","g","day","result","ot","tot","ply","ypp","dply","dypp","to","top","time"
"1070","KAN","2002","2002-09-22","1:02","1:02","@","NWE","3","3","Sun","L 38-41","OT","349","62","5.6290","79","6.2785","3","27:01","3:25"
"1071","MIA","2002","2002-09-22","1:02","1:02","","NYJ","3","3","Sun","W 30-3","","394","66","5.9697","53","3.5660","","32:52","2:57"
"1072","MIN","2002","2002-09-22","1:00","12:00","","CAR","3","3","Sun","L 14-21","","250","53","4.7170","66","5.6061","5","24:36","2:58"
"1073","NOR","2002","2002-09-22","1:05","12:05","@","CHI","3","3","Sun","W 29-23","","302","59","5.1186","71","4.9718","3","26:01","3:14"
"1074","NWE","2002","2002-09-22","1:02","1:02","","KAN","3","3","Sun","W 41-38","OT","496","79","6.2785","62","5.6290","1","37:39","3:25"
"1075","NYG","2002","2002-09-22","4:14","4:14","","SEA","3","3","Sun","W 9-6","","351","76","4.6184","45","3.2222","","36:50","2:43"
"1076","NYJ","2002","2002-09-22","1:02","1:02","@","MIA","3","3","Sun","L 3-30","","189","53","3.5660","66","5.9697","4","27:08","2:57"
"1077","TEN","2002","2002-09-22","1:03","12:03","","CLE","3","3","Sun","L 28-31","OT","187","58","3.2241","73","5.5205","","33:11","22:44"
"1078","PHI","2002","2002-09-22","1:02","1:02","","DAL","3","3","Sun","W 44-13","","447","69","6.4783","65","4.6769","2","29:08","3:18"
"1079","SDG","2002","2002-09-22","4:05","1:05","@","ARI","3","3","Sun","W 23-15","","289","67","4.3134","60","4.9500","1","34:17","3:08"
"1080","SEA","2002","2002-09-22","4:14","4:14","@","NYG","3","3","Sun","L 6-9","","145","45","3.2222","76","4.6184","1","23:10","2:43"
"1081","SFO","2002","2002-09-22","4:15","1:15","","WAS","3","3","Sun","W 20-10","","366","71","5.1549","49","4.4286","1","35:55","3:02"
"1082","WAS","2002","2002-09-22","4:15","1:15","@","SFO","3","3","Sun","L 10-20","","217","49","4.4286","71","5.1549","3","24:05","3:02"
"1083","STL","2002","2002-09-23","9:07","9:07","@","TAM","3","3","Mon","L 14-26","","358","70","5.1143","49","5.1429","4","34:47","3:03"
"1084","TAM","2002","2002-09-23","9:07","9:07","","STL","3","3","Mon","W 26-14","","252","49","5.1429","70","5.1143","1","25:13","3:03"
"1085","BUF","2002","2002-09-29","1:04","1:04","","CHI","4","4","Sun","W 33-27","OT","410","63","6.5079","57","4.2105","1","32:54","3:23"
"1086","CAR","2002","2002-09-29","1:02","12:02","@","GNB","4","4","Sun","L 14-17","","332","63","5.2698","59","5.0508","3","31:37","3:22"
"1087","CHI","2002","2002-09-29","1:04","1:04","@","BUF","4","4","Sun","L 27-33","OT","240","57","4.2105","63","6.5079","","29:04","3:23"
"1088","CIN","2002","2002-09-29","4:05","4:05","","TAM","4","4","Sun","L 7-35","","168","65","2.5846","60","6.0500","2","28:38","2:55"
"1089","CLE","2002","2002-09-29","1:01","1:01","@","PIT","4","4","Sun","L 13-16","OT","245","56","4.3750","73","4.9041","2","29:01","3:29"
"1090","ARI","2002","2002-09-29","4:04","1:04","","NYG","4","4","Sun","W 21-7","","263","69","3.8116","54","4.8704","1","36:05","3:04"
"1091","DAL","2002","2002-09-29","1:02","12:02","@","STL","4","4","Sun","W 13-10","","315","65","4.8462","62","5.9032","2","31:57","3:01"
"1092","DET","2002","2002-09-29","1:03","1:03","","NOR","4","4","Sun","W 26-21","","352","65","5.4154","67","5.3284","","33:37","3:17"
"1093","GNB","2002","2002-09-29","1:02","12:02","","CAR","4","4","Sun","W 17-14","","298","59","5.0508","63","5.2698","1","28:23","3:22"
"1094","HOU","2002","2002-09-29","1:02","1:02","@","PHI","4","4","Sun","L 17-35","","242","60","4.0333","76","5.1447","3","26:36","3:19"
"1095","JAX","2002","2002-09-29","1:02","1:02","","NYJ","4","3","Sun","W 28-3","","383","57","6.7193","63","5.4762","","33:26","2:53"
"1096","KAN","2002","2002-09-29","1:00","12:00","","MIA","4","4","Sun","W 48-30","","450","67","6.7164","66","6.0455","","33:35","3:28"
"1097","MIA","2002","2002-09-29","1:00","12:00","@","KAN","4","4","Sun","L 30-48","","399","66","6.0455","67","6.7164","5","26:25","3:28"
"1098","MIN","2002","2002-09-29","8:35","5:35","@","SEA","4","4","Sun","L 23-48","","443","89","4.9775","59","6.4576","4","34:53","3:29"
"1099","NOR","2002","2002-09-29","1:03","1:03","@","DET","4","4","Sun","L 21-26","","357","67","5.3284","65","5.4154","3","26:23","3:17"
"1100","NWE","2002","2002-09-29","4:15","1:15","@","SDG","4","4","Sun","L 14-21","","440","76","5.7895","52","6.5769","3","33:13","3:15"
"1101","NYG","2002","2002-09-29","4:04","1:04","@","ARI","4","4","Sun","L 7-21","","263","54","4.8704","69","3.8116","3","23:55","3:04"
"1102","NYJ","2002","2002-09-29","1:02","1:02","@","JAX","4","4","Sun","L 3-28","","345","63","5.4762","57","6.7193","4","26:34","2:53"
"1103","TEN","2002","2002-09-29","4:15","1:15","@","OAK","4","4","Sun","L 25-52","","430","64","6.7188","62","7.4839","4","30:25","3:28"
"1104","PHI","2002","2002-09-29","1:02","1:02","","HOU","4","4","Sun","W 35-17","","391","76","5.1447","60","4.0333","3","33:24","3:19"
"1105","PIT","2002","2002-09-29","1:01","1:01","","CLE","4","3","Sun","W 16-13","OT","358","73","4.9041","56","4.3750","2","38:13","3:29"
"1106","OAK","2002","2002-09-29","4:15","1:15","","TEN","4","3","Sun","W 52-25","","464","62","7.4839","64","6.7188","1","29:35","3:28"
"1107","STL","2002","2002-09-29","1:02","12:02","","DAL","4","4","Sun","L 10-13","","366","62","5.9032","65","4.8462","3","28:03","3:01"
"1108","SDG","2002","2002-09-29","4:15","1:15","","NWE","4","4","Sun","W 21-14","","342","52","6.5769","76","5.7895","1","26:47","3:15"
"1109","SEA","2002","2002-09-29","8:35","5:35","","MIN","4","4","Sun","W 48-23","","381","59","6.4576","89","4.9775","1","25:07","3:29"
"1110","TAM","2002","2002-09-29","4:05","4:05","@","CIN","4","4","Sun","W 35-7","","363","60","6.0500","65","2.5846","3","31:22","2:55"
"1111","DEN","2002","2002-09-30","9:08","9:08","@","BAL","4","4","Mon","L 23-34","","403","78","5.1667","55","4.1818","3","32:54","3:31"
"1112","BAL","2002","2002-09-30","9:08","9:08","","DEN","4","3","Mon","W 34-23","","230","55","4.1818","78","5.1667","2","27:06","3:31"
"1113","ATL","2002","2002-10-06","1:03","1:03","","TAM","5","4","Sun","L 6-20","","243","64","3.7969","59","5.5424","4","30:26","3:10"
"1114","BUF","2002","2002-10-06","1:02","1:02","","OAK","5","5","Sun","L 31-49","","479","76","6.3026","66","7.5000","3","31:32","3:24"
"1115","CAR","2002","2002-10-06","1:02","1:02","","ARI","5","5","Sun","L 13-16","","244","60","4.0667","70","4.4571","4","28:34","3:12"
"1116","CIN","2002","2002-10-06","12:00","12:00","@","IND","5","5","Sun","L 21-28","","410","68","6.0294","59","5.2712","4","30:45","3:04"
"1117","CLE","2002","2002-10-06","8:36","8:36","","BAL","5","5","Sun","L 21-26","","433","68","6.3676","64","6.3906","5","29:09","3:11"
"1118","IND","2002","2002-10-06","12:00","12:00","","CIN","5","4","Sun","W 28-21","","311","59","5.2712","68","6.0294","1","29:15","3:04"
"1119","ARI","2002","2002-10-06","1:02","1:02","@","CAR","5","5","Sun","W 16-13","","312","70","4.4571","60","4.0667","1","31:26","3:12"
"1120","DAL","2002","2002-10-06","1:03","12:03","","NYG","5","5","Sun","L 17-21","","340","69","4.9275","57","5.5439","","31:10","3:00"
"1121","DEN","2002","2002-10-06","4:05","2:05","","SDG","5","5","Sun","W 26-9","","417","68","6.1324","60","5.2333","1","33:47","2:56"
"1122","JAX","2002","2002-10-06","4:14","4:14","","PHI","5","4","Sun","W 28-25","","267","51","5.2353","83","4.8916","","25:02","3:07"
"1123","KAN","2002","2002-10-06","4:06","4:06","@","NYJ","5","5","Sun","W 29-25","","504","62","8.1290","59","6.0847","1","30:59","2:53"
"1124","MIA","2002","2002-10-06","1:02","1:02","","NWE","5","5","Sun","W 26-13","","319","72","4.4306","51","4.8039","1","39:59","2:51"
"1125","NOR","2002","2002-10-06","1:02","12:02","","PIT","5","5","Sun","W 32-29","","315","53","5.9434","68","5.3529","","27:46","3:13"
"1126","NWE","2002","2002-10-06","1:02","1:02","@","MIA","5","5","Sun","L 13-26","","245","51","4.8039","72","4.4306","3","20:01","2:51"
"1127","NYG","2002","2002-10-06","1:03","12:03","@","DAL","5","5","Sun","W 21-17","","316","57","5.5439","69","4.9275","2","28:50","3:00"
"1128","NYJ","2002","2002-10-06","4:06","4:06","","KAN","5","5","Sun","L 25-29","","359","59","6.0847","62","8.1290","1","29:01","2:53"
"1129","TEN","2002","2002-10-06","1:03","12:03","","WAS","5","5","Sun","L 14-31","","289","58","4.9828","69","6.4058","4","25:48","3:05"
"1130","PHI","2002","2002-10-06","4:14","4:14","@","JAX","5","5","Sun","L 25-28","","406","83","4.8916","51","5.2353","","34:58","3:07"
"1131","PIT","2002","2002-10-06","1:02","12:02","@","NOR","5","4","Sun","L 29-32","","364","68","5.3529","53","5.9434","2","32:14","3:13"
"1132","OAK","2002","2002-10-06","1:02","1:02","@","BUF","5","4","Sun","W 49-31","","495","66","7.5000","76","6.3026","","28:28","3:24"
"1133","STL","2002","2002-10-06","4:15","1:15","@","SFO","5","5","Sun","L 13-37","","313","65","4.8154","55","7.0182","2","30:54","2:57"
"1134","BAL","2002","2002-10-06","8:36","8:36","@","CLE","5","4","Sun","W 26-21","","409","64","6.3906","68","6.3676","1","30:51","3:11"
"1135","SDG","2002","2002-10-06","4:05","2:05","@","DEN","5","5","Sun","L 9-26","","314","60","5.2333","68","6.1324","3","26:13","2:56"
"1136","SFO","2002","2002-10-06","4:15","1:15","","STL","5","4","Sun","W 37-13","","386","55","7.0182","65","4.8154","","29:06","2:57"
"1137","TAM","2002","2002-10-06","1:03","1:03","@","ATL","5","5","Sun","W 20-6","","327","59","5.5424","64","3.7969","2","29:34","3:10"
"1138","WAS","2002","2002-10-06","1:03","12:03","@","TEN","5","4","Sun","W 31-14","","442","69","6.4058","58","4.9828","","34:12","3:05"
"1139","CHI","2002","2002-10-07","9:08","8:08","","GNB","5","5","Mon","L 21-34","","380","69","5.5072","66","6.9242","4","28:56","3:19"
"1140","GNB","2002","2002-10-07","9:08","8:08","@","CHI","5","5","Mon","W 34-21","","457","66","6.9242","69","5.5072","1","31:04","3:19"
"1141","ATL","2002","2002-10-13","1:03","1:03","@","NYG","6","5","Sun","W 17-10","","313","51","6.1373","61","4.9672","","29:58","2:38"
"1142","BUF","2002","2002-10-13","1:02","12:02","@","HOU","6","6","Sun","W 31-24","","403","69","5.8406","58","5.8276","1","33:22","3:16"
"1143","CAR","2002","2002-10-13","1:03","12:03","@","DAL","6","6","Sun","L 13-14","","308","61","5.0492","62","5.0161","","33:36","3:15"
"1144","CIN","2002","2002-10-13","1:02","1:02","","PIT","6","6","Sun","L 7-34","","268","64","4.1875","62","6.5806","4","28:48","3:01"
"1145","CLE","2002","2002-10-13","1:01","1:01","@","TAM","6","6","Sun","L 3-17","","194","60","3.2333","70","5.4286","1","26:26","3:04"
"1146","IND","2002","2002-10-13","12:00","12:00","","BAL","6","5","Sun","W 22-20","","317","64","4.9531","57","4.2807","1","31:01","3:20"
"1147","DAL","2002","2002-10-13","1:03","12:03","","CAR","6","6","Sun","W 14-13","","311","62","5.0161","61","5.0492","2","26:24","3:15"
"1148","DEN","2002","2002-10-13","8:35","6:35","","MIA","6","6","Sun","L 22-24","","410","75","5.4667","53","4.8868","3","34:05","3:24"
"1149","DET","2002","2002-10-13","1:00","12:00","@","MIN","6","5","Sun","L 24-31","","354","59","6.0000","62","6.4839","1","28:20","3:15"
"1150","GNB","2002","2002-10-13","1:02","1:02","@","NWE","6","6","Sun","W 28-10","","301","64","4.7031","68","4.2500","","32:13","3:12"
"1151","HOU","2002","2002-10-13","1:02","12:02","","BUF","6","5","Sun","L 24-31","","338","58","5.8276","69","5.8406","","26:38","3:16"
"1152","JAX","2002","2002-10-13","4:03","3:03","@","TEN","6","5","Sun","L 14-23","","198","42","4.7143","77","4.8052","2","22:17","3:13"
"1153","KAN","2002","2002-10-13","4:15","1:15","@","SDG","6","6","Sun","L 34-35","","319","59","5.4068","70","6.6429","2","29:32","3:15"
"1154","MIA","2002","2002-10-13","8:35","6:35","@","DEN","6","6","Sun","W 24-22","","259","53","4.8868","75","5.4667","2","25:55","3:24"
"1155","MIN","2002","2002-10-13","1:00","12:00","","DET","6","5","Sun","W 31-24","","402","62","6.4839","59","6.0000","1","31:40","3:15"
"1156","NOR","2002","2002-10-13","1:01","1:01","@","WAS","6","6","Sun","W 43-27","","311","59","5.2712","67","4.7463","1","32:20","3:19"
"1157","NWE","2002","2002-10-13","1:02","1:02","","GNB","6","6","Sun","L 10-28","","289","68","4.2500","64","4.7031","4","27:47","3:12"
"1158","NYG","2002","2002-10-13","1:03","1:03","","ATL","6","6","Sun","L 10-17","","303","61","4.9672","51","6.1373","2","30:02","2:38"
"1159","TEN","2002","2002-10-13","4:03","3:03","","JAX","6","6","Sun","W 23-14","","370","77","4.8052","42","4.7143","1","37:43","3:13"
"1160","PIT","2002","2002-10-13","1:02","1:02","@","CIN","6","5","Sun","W 34-7","","408","62","6.5806","64","4.1875","2","31:12","3:01"
"1161","OAK","2002","2002-10-13","4:15","3:15","@","STL","6","5","Sun","L 13-28","","367","66","5.5606","56","5.7500","3","28:14","3:15"
"1162","STL","2002","2002-10-13","4:15","3:15","","OAK","6","6","Sun","W 28-13","","322","56","5.7500","66","5.5606","1","31:46","3:15"
"1163","BAL","2002","2002-10-13","12:00","12:00","@","IND","6","5","Sun","L 20-22","","244","57","4.2807","64","4.9531","3","28:59","3:20"
"1164","SDG","2002","2002-10-13","4:15","1:15","","KAN","6","6","Sun","W 35-34","","465","70","6.6429","59","5.4068","5","30:28","3:15"
"1165","TAM","2002","2002-10-13","1:01","1:01","","CLE","6","6","Sun","W 17-3","","380","70","5.4286","60","3.2333","1","33:34","3:04"
"1166","WAS","2002","2002-10-13","1:01","1:01","","NOR","6","5","Sun","L 27-43","","318","67","4.7463","59","5.2712","5","27:40","3:19"
"1167","SEA","2002","2002-10-14","9:09","6:09","","SFO","6","5","Mon","L 21-28","","334","62","5.3871","62","5.6613","2","30:29","2:55"
"1168","SFO","2002","2002-10-14","9:09","6:09","@","SEA","6","5","Mon","W 28-21","","351","62","5.6613","62","5.3871","","29:31","2:55"
"1169","ATL","2002","2002-10-20","1:05","1:05","","CAR","7","6","Sun","W 30-0","","393","67","5.8657","51","4.0196","","40:08","2:55"
"1170","BUF","2002","2002-10-20","1:03","1:03","@","MIA","7","7","Sun","W 23-10","","294","63","4.6667","68","4.2206","","28:46","3:03"
"1171","CAR","2002","2002-10-20","1:05","1:05","@","ATL","7","7","Sun","L 0-30","","205","51","4.0196","67","5.8657","1","19:52","2:55"
"1172","CHI","2002","2002-10-20","1:03","1:03","@","DET","7","6","Sun","L 20-23","OT","224","59","3.7966","70","5.1714","3","29:27","3:41"
"1173","CLE","2002","2002-10-20","4:05","4:05","","HOU","7","7","Sun","W 34-17","","230","56","4.1071","67","5.2836","","30:20","3:06"
"1174","ARI","2002","2002-10-20","4:15","1:15","","DAL","7","6","Sun","W 9-6","OT","380","85","4.4706","60","5.7000","1","40:53","3:24"
"1175","DAL","2002","2002-10-20","4:15","1:15","@","ARI","7","7","Sun","L 6-9","OT","342","60","5.7000","85","4.4706","4","30:57","3:24"
"1176","DEN","2002","2002-10-20","1:00","12:00","@","KAN","7","7","Sun","W 37-34","OT","507","78","6.5000","68","4.4853","1","31:19","3:29"
"1177","DET","2002","2002-10-20","1:03","1:03","","CHI","7","6","Sun","W 23-20","OT","362","70","5.1714","59","3.7966","1","35:21","3:41"
"1178","GNB","2002","2002-10-20","4:15","3:15","","WAS","7","7","Sun","W 30-9","","243","55","4.4182","64","3.7188","1","29:01","3:15"
"1179","HOU","2002","2002-10-20","4:05","4:05","@","CLE","7","6","Sun","L 17-34","","354","67","5.2836","56","4.1071","2","29:40","3:06"
"1180","JAX","2002","2002-10-20","1:02","1:02","@","BAL","7","6","Sun","L 10-17","","397","78","5.0897","62","4.2097","3","32:01","3:14"
"1181","KAN","2002","2002-10-20","1:00","12:00","","DEN","7","7","Sun","L 34-37","OT","305","68","4.4853","78","6.5000","","31:38","3:29"
"1182","MIA","2002","2002-10-20","1:03","1:03","","BUF","7","7","Sun","L 10-23","","287","68","4.2206","63","4.6667","6","31:14","3:03"
"1183","MIN","2002","2002-10-20","1:02","1:02","@","NYJ","7","6","Sun","L 7-20","","389","62","6.2742","60","6.7833","4","26:15","2:48"
"1184","NOR","2002","2002-10-20","1:03","12:03","","SFO","7","7","Sun","W 35-27","","422","65","6.4923","64","6.5313","1","30:01","3:12"
"1185","NYJ","2002","2002-10-20","1:02","1:02","","MIN","7","6","Sun","W 20-7","","407","60","6.7833","62","6.2742","","33:45","2:48"
"1186","PHI","2002","2002-10-20","4:15","4:15","","TAM","7","6","Sun","W 20-10","","269","61","4.4098","65","3.1846","2","31:13","3:09"
"1187","OAK","2002","2002-10-20","4:05","1:05","","SDG","7","6","Sun","L 21-27","OT","390","60","6.5000","69","4.8261","1","27:47","3:15"
"1188","STL","2002","2002-10-20","1:02","12:02","","SEA","7","7","Sun","W 37-20","","478","83","5.7590","49","5.9184","2","40:27","3:11"
"1189","BAL","2002","2002-10-20","1:02","1:02","","JAX","7","6","Sun","W 17-10","","261","62","4.2097","78","5.0897","2","27:59","3:14"
"1190","SDG","2002","2002-10-20","4:05","1:05","@","OAK","7","7","Sun","W 27-21","OT","333","69","4.8261","60","6.5000","","35:51","3:15"
"1191","SEA","2002","2002-10-20","1:02","12:02","@","STL","7","6","Sun","L 20-37","","290","49","5.9184","83","5.7590","3","19:33","3:11"
"1192","SFO","2002","2002-10-20","1:03","12:03","@","NOR","7","6","Sun","L 27-35","","418","64","6.5313","65","6.4923","2","29:59","3:12"
"1193","TAM","2002","2002-10-20","4:15","4:15","@","PHI","7","7","Sun","L 10-20","","207","65","3.1846","61","4.4098","2","28:47","3:09"
"1194","WAS","2002","2002-10-20","4:15","3:15","@","GNB","7","6","Sun","L 9-30","","238","64","3.7188","55","4.4182","4","30:59","3:15"
"1195","IND","2002","2002-10-21","9:08","9:08","@","PIT","7","6","Mon","L 10-28","","367","71","5.1690","57","6.3860","3","30:53","2:54"
"1196","PIT","2002","2002-10-21","9:08","9:08","","IND","7","6","Mon","W 28-10","","364","57","6.3860","71","5.1690","1","29:07","2:54"
"1197","ATL","2002","2002-10-27","1:03","12:03","@","NOR","8","7","Sun","W 37-35","","446","66","6.7576","59","5.9492","2","35:03","3:25"
"1198","BUF","2002","2002-10-27","1:02","1:02","","DET","8","8","Sun","W 24-17","","343","64","5.3594","66","4.2727","2","31:33","3:22"
"1199","CAR","2002","2002-10-27","1:02","1:02","","TAM","8","8","Sun","L 9-12","","130","52","2.5000","67","3.3731","4","26:59","3:15"
"1200","CHI","2002","2002-10-27","1:00","12:00","@","MIN","8","7","Sun","L 7-25","","218","49","4.4490","74","4.9189","3","18:57","3:00"
"1201","CIN","2002","2002-10-27","1:02","1:02","","TEN","8","7","Sun","L 24-30","","384","63","6.0952","55","6.2182","1","33:55","3:06"
"1202","CLE","2002","2002-10-27","1:02","1:02","@","NYJ","8","8","Sun","W 24-21","","334","71","4.7042","48","5.0208","","37:54","3:05"
"1203","IND","2002","2002-10-27","8:35","8:35","@","WAS","8","7","Sun","L 21-26","","258","54","4.7778","74","5.0000","3","26:27","3:00"
"1204","ARI","2002","2002-10-27","4:05","1:05","@","SFO","8","7","Sun","L 28-38","","420","66","6.3636","58","6.1552","4","32:27","3:11"
"1205","DAL","2002","2002-10-27","1:04","12:04","","SEA","8","8","Sun","L 14-17","","237","54","4.3889","66","4.0455","1","27:55","3:00"
"1206","DEN","2002","2002-10-27","4:15","4:15","@","NWE","8","8","Sun","W 24-16","","351","65","5.4000","53","3.3774","2","35:40","2:59"
"1207","DET","2002","2002-10-27","1:02","1:02","@","BUF","8","7","Sun","L 17-24","","282","66","4.2727","64","5.3594","1","28:27","3:22"
