"rk","tm","year","date","time","ltime","","opp","week","g","day","result","ot","tot","ply","ypp","dply","dypp","to","top","time"
"4702","BUF","2009","2009-10-11","1:01","1:01","","CLE","5","5","Sun","L 3-6","","288","68","4.2353","59","3.2712","3","31:34","3:07"
"4703","CAR","2009","2009-10-11","1:04","1:04","","WAS","5","4","Sun","W 20-17","","248","60","4.1333","52","3.8077","2","31:17","3:01"
"4704","CIN","2009","2009-10-11","1:02","1:02","@","BAL","5","5","Sun","W 17-14","","403","66","6.1061","51","5.0392","2","34:19","2:58"
"4705","CLE","2009","2009-10-11","1:01","1:01","@","BUF","5","5","Sun","W 6-3","","193","59","3.2712","68","4.2353","1","28:26","3:07"
"4706","IND","2009","2009-10-11","8:30","7:30","@","TEN","5","5","Sun","W 31-9","","367","67","5.4776","57","4.2982","2","33:38","3:03"
"4707","ARI","2009","2009-10-11","4:15","1:15","","HOU","5","4","Sun","W 28-21","","340","55","6.1818","71","5.8592","1","26:35","3:02"
"4708","DAL","2009","2009-10-11","1:00","12:00","@","KAN","5","5","Sun","W 26-20","OT","498","61","8.1639","74","4.1081","2","32:00","3:29"
"4709","DEN","2009","2009-10-11","4:16","2:16","","NWE","5","5","Sun","W 20-17","OT","424","75","5.6533","61","5.0000","2","36:29","3:19"
"4710","DET","2009","2009-10-11","1:02","1:02","","PIT","5","5","Sun","L 20-28","","335","69","4.8551","54","6.3704","1","32:35","3:02"
"4711","HOU","2009","2009-10-11","4:15","1:15","@","ARI","5","5","Sun","L 21-28","","416","71","5.8592","55","6.1818","1","33:25","3:02"
"4712","JAX","2009","2009-10-11","4:16","1:16","@","SEA","5","5","Sun","L 0-41","","199","52","3.8269","71","5.3380","2","25:16","2:47"
"4713","KAN","2009","2009-10-11","1:00","12:00","","DAL","5","5","Sun","L 20-26","OT","304","74","4.1081","61","8.1639","","34:38","3:29"
"4714","MIN","2009","2009-10-11","1:00","12:00","@","STL","5","5","Sun","W 38-10","","377","53","7.1132","70","5.7143","1","27:21","2:50"
"4715","NWE","2009","2009-10-11","4:16","2:16","@","DEN","5","5","Sun","L 17-20","OT","305","61","5.0000","75","5.6533","1","28:22","3:19"
"4716","NYG","2009","2009-10-11","1:02","1:02","","OAK","5","5","Sun","W 44-7","","483","65","7.4308","44","2.8182","1","36:04","2:48"
"4717","TEN","2009","2009-10-11","8:30","7:30","","IND","5","5","Sun","L 9-31","","245","57","4.2982","67","5.4776","2","26:22","3:03"
"4718","PHI","2009","2009-10-11","1:02","1:02","","TAM","5","4","Sun","W 33-14","","325","48","6.7708","75","4.0400","","25:27","3:10"
"4719","PIT","2009","2009-10-11","1:02","1:02","@","DET","5","5","Sun","W 28-20","","344","54","6.3704","69","4.8551","1","27:25","3:02"
"4720","OAK","2009","2009-10-11","1:02","1:02","@","NYG","5","5","Sun","L 7-44","","124","44","2.8182","65","7.4308","3","23:56","2:48"
"4721","STL","2009","2009-10-11","1:00","12:00","","MIN","5","5","Sun","L 10-38","","400","70","5.7143","53","7.1132","4","32:39","2:50"
"4722","BAL","2009","2009-10-11","1:02","1:02","","CIN","5","5","Sun","L 14-17","","257","51","5.0392","66","6.1061","2","25:41","2:58"
"4723","SEA","2009","2009-10-11","4:16","1:16","","JAX","5","5","Sun","W 41-0","","379","71","5.3380","52","3.8269","","34:44","2:47"
"4724","SFO","2009","2009-10-11","4:05","1:05","","ATL","5","5","Sun","L 10-45","","279","58","4.8103","72","6.6250","3","23:31","3:12"
"4725","TAM","2009","2009-10-11","1:02","1:02","@","PHI","5","5","Sun","L 14-33","","303","75","4.0400","48","6.7708","3","34:33","3:10"
"4726","WAS","2009","2009-10-11","1:04","1:04","@","CAR","5","5","Sun","L 17-20","","198","52","3.8077","60","4.1333","1","28:43","3:01"
"4727","MIA","2009","2009-10-12","8:38","8:38","","NYJ","5","5","Mon","W 31-27","","413","64","6.4531","55","5.6182","","33:35","3:04"
"4728","NYJ","2009","2009-10-12","8:38","8:38","@","MIA","5","5","Mon","L 27-31","","309","55","5.6182","64","6.4531","","26:25","3:04"
"4729","ATL","2009","2009-10-18","8:30","8:30","","CHI","6","5","Sun","W 21-14","","253","56","4.5179","68","5.4853","2","26:06","2:57"
"4730","BUF","2009","2009-10-18","4:15","4:15","@","NYJ","6","6","Sun","W 16-13","OT","296","73","4.0548","72","5.7500","2","39:03","3:55"
"4731","CAR","2009","2009-10-18","1:00","1:00","@","TAM","6","5","Sun","W 28-21","","322","66","4.8788","46","5.3261","3","32:21","2:56"
"4732","CHI","2009","2009-10-18","8:30","8:30","@","ATL","6","5","Sun","L 14-21","","373","68","5.4853","56","4.5179","3","33:54","2:57"
"4733","CIN","2009","2009-10-18","1:02","1:02","","HOU","6","6","Sun","L 17-28","","296","53","5.5849","73","6.4658","3","23:45","2:56"
"4734","CLE","2009","2009-10-18","1:01","1:01","@","PIT","6","6","Sun","L 14-27","","197","51","3.8627","74","7.3378","4","23:14","3:07"
"4735","ARI","2009","2009-10-18","4:05","1:05","@","SEA","6","5","Sun","W 27-3","","344","71","4.8451","46","2.7826","2","42:50","2:51"
"4736","DET","2009","2009-10-18","1:02","12:02","@","GNB","6","6","Sun","L 0-26","","149","48","3.1042","72","6.0417","3","19:12","2:57"
"4737","GNB","2009","2009-10-18","1:02","12:02","","DET","6","5","Sun","W 26-0","","435","72","6.0417","48","3.1042","2","40:48","2:57"
"4738","HOU","2009","2009-10-18","1:02","1:02","@","CIN","6","6","Sun","W 28-17","","472","73","6.4658","53","5.5849","2","36:15","2:56"
"4739","JAX","2009","2009-10-18","1:03","1:03","","STL","6","6","Sun","W 23-20","OT","492","84","5.8571","53","4.9434","3","42:12","3:14"
"4740","KAN","2009","2009-10-18","1:03","1:03","@","WAS","6","6","Sun","W 14-6","","268","72","3.7222","53","5.0000","","37:10","2:58"
"4741","MIN","2009","2009-10-18","1:05","12:05","","BAL","6","6","Sun","W 33-31","","426","63","6.7619","64","7.0000","","34:45","3:15"
"4742","NOR","2009","2009-10-18","1:03","12:03","","NYG","6","5","Sun","W 48-27","","493","70","7.0429","57","5.7018","","36:07","3:27"
"4743","NWE","2009","2009-10-18","4:15","4:15","","TEN","6","6","Sun","W 59-0","","619","77","8.0390","50","3.7200","","39:00","3:06"
"4744","NYG","2009","2009-10-18","1:03","12:03","@","NOR","6","6","Sun","L 27-48","","325","57","5.7018","70","7.0429","2","23:53","3:27"
"4745","NYJ","2009","2009-10-18","4:15","4:15","","BUF","6","6","Sun","L 13-16","OT","414","72","5.7500","73","4.0548","6","33:13","3:55"
"4746","TEN","2009","2009-10-18","4:15","4:15","@","NWE","6","6","Sun","L 0-59","","186","50","3.7200","77","8.0390","5","21:00","3:06"
"4747","PHI","2009","2009-10-18","4:05","1:05","@","OAK","6","5","Sun","L 9-13","","283","66","4.2879","65","5.0000","","26:58","3:05"
"4748","PIT","2009","2009-10-18","1:01","1:01","","CLE","6","6","Sun","W 27-14","","543","74","7.3378","51","3.8627","4","36:46","3:07"
"4749","OAK","2009","2009-10-18","4:05","1:05","","PHI","6","6","Sun","W 13-9","","325","65","5.0000","66","4.2879","2","33:02","3:05"
"4750","STL","2009","2009-10-18","1:03","1:03","@","JAX","6","6","Sun","L 20-23","OT","262","53","4.9434","84","5.8571","1","24:48","3:14"
"4751","BAL","2009","2009-10-18","1:05","12:05","@","MIN","6","6","Sun","L 31-33","","448","64","7.0000","63","6.7619","","25:15","3:15"
"4752","SEA","2009","2009-10-18","4:05","1:05","","ARI","6","6","Sun","L 3-27","","128","46","2.7826","71","4.8451","2","17:10","2:51"
"4753","TAM","2009","2009-10-18","1:00","1:00","","CAR","6","6","Sun","L 21-28","","245","46","5.3261","66","4.8788","2","27:39","2:56"
"4754","WAS","2009","2009-10-18","1:03","1:03","","KAN","6","6","Sun","L 6-14","","265","53","5.0000","72","3.7222","2","22:50","2:58"
"4755","DEN","2009","2009-10-19","8:40","5:40","@","SDG","6","6","Mon","W 34-23","","328","63","5.2063","59","5.2712","","30:43","3:02"
"4756","SDG","2009","2009-10-19","8:40","5:40","","DEN","6","5","Mon","L 23-34","","311","59","5.2712","63","5.2063","1","29:17","3:02"
"4757","ATL","2009","2009-10-25","4:15","3:15","@","DAL","7","6","Sun","L 21-37","","298","65","4.5846","59","7.0169","3","31:08","3:06"
"4758","BUF","2009","2009-10-25","4:05","4:05","@","CAR","7","7","Sun","W 20-9","","167","54","3.0926","71","5.9859","","25:20","3:00"
"4759","CAR","2009","2009-10-25","4:05","4:05","","BUF","7","6","Sun","L 9-20","","425","71","5.9859","54","3.0926","4","34:40","3:00"
"4760","CHI","2009","2009-10-25","4:16","4:16","@","CIN","7","6","Sun","L 10-45","","279","52","5.3654","69","6.4928","4","23:38","2:53"
"4761","CIN","2009","2009-10-25","4:16","4:16","","CHI","7","7","Sun","W 45-10","","448","69","6.4928","52","5.3654","","36:22","2:53"
"4762","CLE","2009","2009-10-25","1:02","1:02","","GNB","7","7","Sun","L 3-31","","139","52","2.6731","63","7.3016","2","24:06","3:02"
"4763","IND","2009","2009-10-25","1:00","12:00","@","STL","7","6","Sun","W 42-6","","391","60","6.5167","59","4.6102","","30:39","2:57"
"4764","ARI","2009","2009-10-25","8:30","8:30","@","NYG","7","6","Sun","W 24-17","","288","60","4.8000","66","4.9545","2","29:44","3:11"
"4765","DAL","2009","2009-10-25","4:15","3:15","","ATL","7","6","Sun","W 37-21","","414","59","7.0169","65","4.5846","1","28:52","3:06"
"4766","GNB","2009","2009-10-25","1:02","1:02","@","CLE","7","6","Sun","W 31-3","","460","63","7.3016","52","2.6731","","35:54","3:02"
"4767","HOU","2009","2009-10-25","1:04","12:04","","SFO","7","7","Sun","W 24-21","","336","59","5.6949","54","5.5000","1","30:29","3:04"
"4768","KAN","2009","2009-10-25","1:00","12:00","","SDG","7","7","Sun","L 7-37","","203","61","3.3279","66","6.1061","3","27:15","2:59"
"4769","MIA","2009","2009-10-25","4:15","4:15","","NOR","7","6","Sun","L 34-46","","334","69","4.8406","70","5.9143","3","26:58","3:36"
"4770","MIN","2009","2009-10-25","1:03","1:03","@","PIT","7","7","Sun","L 17-27","","386","77","5.0130","49","5.2857","2","36:58","3:10"
"4771","NOR","2009","2009-10-25","4:15","4:15","@","MIA","7","6","Sun","W 46-34","","414","70","5.9143","69","4.8406","4","33:02","3:36"
"4772","NWE","2009","2009-10-25","1:06","5:06","@","TAM","7","7","Sun","W 35-7","","414","61","6.7869","59","4.0678","2","33:15","2:59"
"4773","NYG","2009","2009-10-25","8:30","8:30","","ARI","7","7","Sun","L 17-24","","327","66","4.9545","60","4.8000","4","30:16","3:11"
"4774","NYJ","2009","2009-10-25","4:05","1:05","@","OAK","7","7","Sun","W 38-0","","447","71","6.2958","52","5.0577","","35:57","2:53"
"4775","PIT","2009","2009-10-25","1:03","1:03","","MIN","7","7","Sun","W 27-17","","259","49","5.2857","77","5.0130","1","23:02","3:10"
"4776","OAK","2009","2009-10-25","4:05","1:05","","NYJ","7","7","Sun","L 0-38","","263","52","5.0577","71","6.2958","4","24:03","2:53"
"4777","STL","2009","2009-10-25","1:00","12:00","","IND","7","7","Sun","L 6-42","","272","59","4.6102","60","6.5167","2","29:21","2:57"
"4778","SDG","2009","2009-10-25","1:00","12:00","@","KAN","7","6","Sun","W 37-7","","403","66","6.1061","61","3.3279","","32:45","2:59"
"4779","SFO","2009","2009-10-25","1:04","12:04","@","HOU","7","6","Sun","L 21-24","","297","54","5.5000","59","5.6949","2","29:31","3:04"
"4780","TAM","2009","2009-10-25","1:06","5:06","","NWE","7","7","Sun","L 7-35","","240","59","4.0678","61","6.7869","3","26:45","2:59"
"4781","PHI","2009","2009-10-26","8:41","8:41","@","WAS","7","6","Mon","W 27-17","","262","56","4.6786","68","4.5294","","28:18","3:07"
"4782","WAS","2009","2009-10-26","8:41","8:41","","PHI","7","7","Mon","L 17-27","","308","68","4.5294","56","4.6786","4","31:42","3:07"
"4783","BUF","2009","2009-11-01","1:02","1:02","","HOU","8","8","Sun","L 10-31","","204","45","4.5333","76","5.7763","2","20:52","2:45"
"4784","CAR","2009","2009-11-01","4:15","2:15","@","ARI","8","7","Sun","W 34-21","","355","60","5.9167","65","4.9231","","32:58","3:12"
"4785","CHI","2009","2009-11-01","1:00","12:00","","CLE","8","7","Sun","W 30-6","","369","71","5.1972","50","3.8200","1","37:25","3:07"
"4786","CLE","2009","2009-11-01","1:00","12:00","@","CHI","8","8","Sun","L 6-30","","191","50","3.8200","71","5.1972","5","22:35","3:07"
"4787","IND","2009","2009-11-01","1:03","1:03","","SFO","8","7","Sun","W 18-14","","410","73","5.6164","54","5.4630","","33:34","3:09"
"4788","ARI","2009","2009-11-01","4:15","2:15","","CAR","8","7","Sun","L 21-34","","320","65","4.9231","60","5.9167","6","27:02","3:12"
"4789","DAL","2009","2009-11-01","1:03","12:03","","SEA","8","7","Sun","W 38-17","","362","67","5.4030","64","4.8125","1","34:45","3:04"
"4790","DEN","2009","2009-11-01","1:02","1:02","@","BAL","8","7","Sun","L 7-30","","200","58","3.4483","62","4.7097","1","26:23","2:59"
"4791","DET","2009","2009-11-01","1:03","1:03","","STL","8","7","Sun","L 10-17","","289","68","4.2500","62","5.8387","1","32:03","3:03"
"4792","GNB","2009","2009-11-01","4:15","3:15","","MIN","8","7","Sun","L 26-38","","351","67","5.2388","60","5.9167","","32:32","3:09"
"4793","HOU","2009","2009-11-01","1:02","1:02","@","BUF","8","8","Sun","W 31-10","","439","76","5.7763","45","4.5333","3","39:08","2:45"
"4794","JAX","2009","2009-11-01","4:05","3:05","@","TEN","8","7","Sun","L 13-30","","330","49","6.7347","67","6.4179","2","20:17","2:52"
"4795","MIA","2009","2009-11-01","1:02","1:02","@","NYJ","8","7","Sun","W 30-25","","104","51","2.0392","77","4.9091","1","25:54","3:05"
"4796","MIN","2009","2009-11-01","4:15","3:15","@","GNB","8","8","Sun","W 38-26","","355","60","5.9167","67","5.2388","2","27:28","3:09"
"4797","NYG","2009","2009-11-01","1:03","1:03","@","PHI","8","8","Sun","L 17-40","","356","73","4.8767","49","7.9796","3","35:33","3:04"
"4798","NYJ","2009","2009-11-01","1:02","1:02","","MIA","8","8","Sun","L 25-30","","378","77","4.9091","51","2.0392","1","34:06","3:05"
"4799","TEN","2009","2009-11-01","4:05","3:05","","JAX","8","7","Sun","W 30-13","","430","67","6.4179","49","6.7347","","39:43","2:52"
"4800","PHI","2009","2009-11-01","1:03","1:03","","NYG","8","7","Sun","W 40-17","","391","49","7.9796","73","4.8767","2","24:27","3:04"
"4801","OAK","2009","2009-11-01","4:05","1:05","@","SDG","8","8","Sun","L 16-24","","180","54","3.3333","56","6.1786","1","29:31","2:47"
"4802","STL","2009","2009-11-01","1:03","1:03","@","DET","8","8","Sun","W 17-10","","362","62","5.8387","68","4.2500","1","27:57","3:03"
"4803","BAL","2009","2009-11-01","1:02","1:02","","DEN","8","7","Sun","W 30-7","","292","62","4.7097","58","3.4483","","33:37","2:59"
"4804","SDG","2009","2009-11-01","4:05","1:05","","OAK","8","7","Sun","W 24-16","","346","56","6.1786","54","3.3333","2","30:29","2:47"
"4805","SEA","2009","2009-11-01","1:03","12:03","@","DAL","8","7","Sun","L 17-38","","308","64","4.8125","67","5.4030","2","25:15","3:04"
"4806","SFO","2009","2009-11-01","1:03","1:03","@","IND","8","7","Sun","L 14-18","","295","54","5.4630","73","5.6164","2","26:26","3:09"
"4807","ATL","2009","2009-11-02","8:40","7:40","@","NOR","8","7","Mon","L 27-35","","442","69","6.4058","70","6.2429","3","26:46","3:36"
"4808","NOR","2009","2009-11-02","8:40","7:40","","ATL","8","7","Mon","W 35-27","","437","70","6.2429","69","6.4058","4","33:14","3:36"
"4809","ATL","2009","2009-11-08","1:03","1:03","","WAS","9","8","Sun","W 31-17","","306","54","5.6667","64","4.8750","1","26:28","2:57"
"4810","CAR","2009","2009-11-08","4:05","3:05","@","NOR","9","8","Sun","L 20-30","","371","71","5.2254","59","7.0169","3","32:26","3:04"
"4811","CHI","2009","2009-11-08","1:03","12:03","","ARI","9","8","Sun","L 21-41","","417","63","6.6190","65","6.7385","1","26:44","3:04"
"4812","CIN","2009","2009-11-08","1:02","1:02","","BAL","9","8","Sun","W 17-7","","369","73","5.0548","53","4.0566","1","40:00","3:10"
"4813","IND","2009","2009-11-08","1:02","1:02","","HOU","9","8","Sun","W 20-17","","378","71","5.3239","71","5.3803","2","25:27","3:06"
"4814","ARI","2009","2009-11-08","1:03","12:03","@","CHI","9","8","Sun","W 41-21","","438","65","6.7385","63","6.6190","1","33:16","3:04"
"4815","DAL","2009","2009-11-08","8:31","8:31","@","PHI","9","8","Sun","W 20-16","","358","61","5.8689","57","5.2105","1","31:44","3:18"
"4816","DET","2009","2009-11-08","4:06","1:06","@","SEA","9","8","Sun","L 20-32","","300","65","4.6154","71","5.5915","5","29:18","3:15"
"4817","GNB","2009","2009-11-08","1:03","1:03","@","TAM","9","8","Sun","L 28-38","","404","73","5.5342","57","4.8947","3","35:17","3:26"
"4818","HOU","2009","2009-11-08","1:02","1:02","@","IND","9","9","Sun","L 17-20","","382","71","5.3803","71","5.3239","3","34:33","3:06"
"4819","JAX","2009","2009-11-08","1:03","1:03","","KAN","9","8","Sun","W 24-21","","426","69","6.1739","56","5.3750","1","36:13","3:05"
"4820","KAN","2009","2009-11-08","1:03","1:03","@","JAX","9","8","Sun","L 21-24","","301","56","5.3750","69","6.1739","","23:47","3:05"
"4821","MIA","2009","2009-11-08","1:02","1:02","@","NWE","9","8","Sun","L 17-27","","334","70","4.7714","63","6.8571","","31:07","3:12"
"4822","NOR","2009","2009-11-08","4:05","3:05","","CAR","9","8","Sun","W 30-20","","414","59","7.0169","71","5.2254","2","27:34","3:04"
"4823","NWE","2009","2009-11-08","1:02","1:02","","MIA","9","8","Sun","W 27-17","","432","63","6.8571","70","4.7714","1","28:53","3:12"
"4824","NYG","2009","2009-11-08","4:15","4:15","","SDG","9","9","Sun","L 20-21","","304","67","4.5373","53","4.2642","1","37:47","3:00"
"4825","TEN","2009","2009-11-08","4:15","1:15","@","SFO","9","8","Sun","W 34-27","","315","55","5.7273","69","5.1884","","26:10","3:26"
"4826","PHI","2009","2009-11-08","8:31","8:31","","DAL","9","8","Sun","L 16-20","","297","57","5.2105","61","5.8689","2","28:16","3:18"
"4827","BAL","2009","2009-11-08","1:02","1:02","@","CIN","9","8","Sun","L 7-17","","215","53","4.0566","73","5.0548","2","20:00","3:10"
"4828","SDG","2009","2009-11-08","4:15","4:15","@","NYG","9","8","Sun","W 21-20","","226","53","4.2642","67","4.5373","2","22:13","3:00"
"4829","SEA","2009","2009-11-08","4:06","1:06","","DET","9","8","Sun","W 32-20","","397","71","5.5915","65","4.6154","2","30:42","3:15"
"4830","SFO","2009","2009-11-08","4:15","1:15","","TEN","9","8","Sun","L 27-34","","358","69","5.1884","55","5.7273","4","33:50","3:26"
"4831","TAM","2009","2009-11-08","1:03","1:03","","GNB","9","8","Sun","W 38-28","","279","57","4.8947","73","5.5342","1","24:43","3:26"
"4832","WAS","2009","2009-11-08","1:03","1:03","@","ATL","9","8","Sun","L 17-31","","312","64","4.8750","54","5.6667","1","33:32","2:57"
"4833","DEN","2009","2009-11-09","8:41","6:41","","PIT","9","8","Mon","L 10-28","","242","54","4.4815","61","6.1475","3","26:57","2:58"
"4834","PIT","2009","2009-11-09","8:41","6:41","@","DEN","9","8","Mon","W 28-10","","375","61","6.1475","54","4.4815","2","33:03","2:58"
"4835","CHI","2009","2009-11-12","8:20","5:20","@","SFO","10","9","Thu","L 6-10","","350","73","4.7945","53","4.0755","5","28:27","3:03"
"4836","SFO","2009","2009-11-12","8:20","5:20","","CHI","10","9","Thu","W 10-6","","216","53","4.0755","73","4.7945","1","31:33","3:03"
"4837","ATL","2009","2009-11-15","1:03","1:03","@","CAR","10","9","Sun","L 19-28","","400","70","5.7143","58","6.5517","2","31:51","2:54"
"4838","BUF","2009","2009-11-15","1:02","12:02","@","TEN","10","9","Sun","L 17-41","","296","58","5.1034","60","6.3000","2","28:40","3:05"
"4839","CAR","2009","2009-11-15","1:03","1:03","","ATL","10","9","Sun","W 28-19","","380","58","6.5517","70","5.7143","","28:09","2:54"
"4840","CIN","2009","2009-11-15","1:02","1:02","@","PIT","10","9","Sun","W 18-12","","218","61","3.5738","62","3.6452","","29:08","3:03"
"4841","IND","2009","2009-11-15","8:31","8:31","","NWE","10","9","Sun","W 35-34","","407","63","6.4603","72","6.6250","2","24:58","3:10"
"4842","ARI","2009","2009-11-15","4:15","2:15","","SEA","10","9","Sun","W 31-20","","462","68","6.7941","81","5.8272","","31:30","3:28"
"4843","DAL","2009","2009-11-15","4:15","3:15","@","GNB","10","9","Sun","L 7-17","","278","58","4.7931","68","4.1618","3","24:02","3:19"
"4844","DEN","2009","2009-11-15","1:02","1:02","@","WAS","10","9","Sun","L 17-27","","305","56","5.4464","70","5.5429","2","24:17","2:56"
"4845","DET","2009","2009-11-15","1:05","12:05","@","MIN","10","9","Sun","L 10-27","","297","76","3.9079","63","7.8095","1","29:37","3:20"
"4846","GNB","2009","2009-11-15","4:15","3:15","","DAL","10","9","Sun","W 17-7","","283","68","4.1618","58","4.7931","","35:58","3:19"
"4847","JAX","2009","2009-11-15","1:02","1:02","@","NYJ","10","9","Sun","W 24-22","","347","60","5.7833","60","5.3667","1","31:07","2:50"
"4848","KAN","2009","2009-11-15","4:05","1:05","@","OAK","10","9","Sun","W 16-10","","318","67","4.7463","64","4.2500","3","28:54","3:27"
"4849","MIA","2009","2009-11-15","1:03","1:03","","TAM","10","9","Sun","W 25-23","","374","68","5.5000","62","4.8548","2","31:14","3:14"
"4850","MIN","2009","2009-11-15","1:05","12:05","","DET","10","9","Sun","W 27-10","","492","63","7.8095","76","3.9079","2","30:23","3:20"
"4851","NOR","2009","2009-11-15","1:00","12:00","@","STL","10","9","Sun","W 28-23","","420","56","7.5000","71","6.1127","3","27:58","3:10"
"4852","NWE","2009","2009-11-15","8:31","8:31","@","IND","10","9","Sun","L 34-35","","477","72","6.6250","63","6.4603","2","35:02","3:10"
"4853","NYJ","2009","2009-11-15","1:02","1:02","","JAX","10","9","Sun","L 22-24","","322","60","5.3667","60","5.7833","3","28:53","2:50"
"4854","TEN","2009","2009-11-15","1:02","12:02","","BUF","10","9","Sun","W 41-17","","378","60","6.3000","58","5.1034","1","31:20","3:05"
"4855","PHI","2009","2009-11-15","4:15","1:15","@","SDG","10","9","Sun","L 23-31","","462","71","6.5070","55","6.0182","1","29:37","3:05"
"4856","PIT","2009","2009-11-15","1:02","1:02","","CIN","10","9","Sun","L 12-18","","226","62","3.6452","61","3.5738","1","30:52","3:03"
"4857","OAK","2009","2009-11-15","4:05","1:05","","KAN","10","9","Sun","L 10-16","","272","64","4.2500","67","4.7463","2","31:06","3:27"
"4858","STL","2009","2009-11-15","1:00","12:00","","NOR","10","9","Sun","L 23-28","","434","71","6.1127","56","7.5000","1","32:02","3:10"
"4859","SDG","2009","2009-11-15","4:15","1:15","","PHI","10","9","Sun","W 31-23","","331","55","6.0182","71","6.5070","","30:23","3:05"
"4860","SEA","2009","2009-11-15","4:15","2:15","@","ARI","10","9","Sun","L 20-31","","472","81","5.8272","68","6.7941","2","28:30","3:28"
"4861","TAM","2009","2009-11-15","1:03","1:03","@","MIA","10","9","Sun","L 23-25","","301","62","4.8548","68","5.5000","2","28:46","3:14"
"4862","WAS","2009","2009-11-15","1:02","1:02","","DEN","10","9","Sun","W 27-17","","388","70","5.5429","56","5.4464","","35:43","2:56"
"4863","CLE","2009","2009-11-16","8:40","8:40","","BAL","10","9","Mon","L 0-16","","160","61","2.6230","58","4.7241","2","28:28","2:59"
"4864","BAL","2009","2009-11-16","8:40","8:40","@","CLE","10","9","Mon","W 16-0","","274","58","4.7241","61","2.6230","","31:32","2:59"
"4865","CAR","2009","2009-11-19","8:20","8:20","","MIA","11","10","Thu","L 17-24","","383","73","5.2466","60","5.4333","1","29:27","3:10"
"4866","MIA","2009","2009-11-19","8:20","8:20","@","CAR","11","10","Thu","W 24-17","","326","60","5.4333","73","5.2466","","30:33","3:10"
"4867","ATL","2009","2009-11-22","1:03","1:03","@","NYG","11","10","Sun","L 31-34","OT","352","78","4.5128","66","6.9091","1","31:48","3:13"
"4868","BUF","2009","2009-11-22","1:03","1:03","@","JAX","11","10","Sun","L 15-18","","343","51","6.7255","66","4.6970","3","23:36","2:58"
"4869","CHI","2009","2009-11-22","8:30","7:30","","PHI","11","10","Sun","L 20-24","","284","64","4.4375","66","5.7121","1","29:03","3:02"
"4870","CIN","2009","2009-11-22","4:15","1:15","@","OAK","11","10","Sun","L 17-20","","348","68","5.1176","58","4.7414","4","38:24","3:09"
"4871","CLE","2009","2009-11-22","1:02","1:02","@","DET","11","10","Sun","L 37-38","","439","75","5.8533","61","7.7541","","34:46","3:22"
"4872","IND","2009","2009-11-22","1:02","1:02","@","BAL","11","10","Sun","W 17-15","","375","56","6.6964","66","5.3636","3","27:24","3:04"
"4873","ARI","2009","2009-11-22","4:05","3:05","@","STL","11","10","Sun","W 21-13","","444","65","6.8308","67","4.6866","2","31:38","2:56"
"4874","DAL","2009","2009-11-22","1:03","12:03","","WAS","11","10","Sun","W 7-6","","305","61","5.0000","58","5.5862","2","31:26","3:05"
"4875","DEN","2009","2009-11-22","4:15","2:15","","SDG","11","10","Sun","L 3-32","","271","53","5.1132","65","5.3538","3","22:08","2:54"
"4876","DET","2009","2009-11-22","1:02","1:02","","CLE","11","10","Sun","W 38-37","","473","61","7.7541","75","5.8533","2","25:14","3:22"
"4877","GNB","2009","2009-11-22","1:02","12:02","","SFO","11","10","Sun","W 30-24","","484","79","6.1266","46","6.1739","","41:39","3:14"
"4878","JAX","2009","2009-11-22","1:03","1:03","","BUF","11","10","Sun","W 18-15","","310","66","4.6970","51","6.7255","2","36:24","2:58"
"4879","KAN","2009","2009-11-22","1:00","12:00","","PIT","11","10","Sun","W 27-24","OT","282","55","5.1273","77","6.7013","1","22:25","3:15"
"4880","MIN","2009","2009-11-22","1:05","12:05","","SEA","11","10","Sun","W 35-9","","431","72","5.9861","43","4.9302","","42:11","2:52"
"4881","NOR","2009","2009-11-22","1:00","1:00","@","TAM","11","10","Sun","W 38-7","","370","65","5.6923","59","3.7119","","32:24","3:04"
"4882","NWE","2009","2009-11-22","4:15","4:15","","NYJ","11","10","Sun","W 31-14","","410","78","5.2564","49","4.6122","1","39:54","3:10"
"4883","NYG","2009","2009-11-22","1:03","1:03","","ATL","11","10","Sun","W 34-31","OT","456","66","6.9091","78","4.5128","1","32:06","3:13"
"4884","NYJ","2009","2009-11-22","4:15","4:15","@","NWE","11","10","Sun","L 14-31","","226","49","4.6122","78","5.2564","5","20:06","3:10"
"4885","PHI","2009","2009-11-22","8:30","7:30","@","CHI","11","10","Sun","W 24-20","","377","66","5.7121","64","4.4375","3","30:57","3:02"
"4886","PIT","2009","2009-11-22","1:00","12:00","@","KAN","11","10","Sun","L 24-27","OT","516","77","6.7013","55","5.1273","3","44:07","3:15"
"4887","OAK","2009","2009-11-22","4:15","1:15","","CIN","11","10","Sun","W 20-17","","275","58","4.7414","68","5.1176","3","21:36","3:09"
"4888","STL","2009","2009-11-22","4:05","3:05","","ARI","11","10","Sun","L 13-21","","314","67","4.6866","65","6.8308","1","28:22","2:56"
"4889","BAL","2009","2009-11-22","1:02","1:02","","IND","11","10","Sun","L 15-17","","354","66","5.3636","56","6.6964","2","32:36","3:04"
"4890","SDG","2009","2009-11-22","4:15","2:15","@","DEN","11","10","Sun","W 32-3","","348","65","5.3538","53","5.1132","","37:52","2:54"
"4891","SEA","2009","2009-11-22","1:05","12:05","@","MIN","11","10","Sun","L 9-35","","212","43","4.9302","72","5.9861","2","17:49","2:52"
