"season","tm","g","w","l","t","wp","w_ats","l_ats","t_ats","wp_ats"
1978,"ATL",16,9,7,0,56.2,6,8,2,37.5
1978,"BAL",16,5,11,0,31.2,6,10,0,37.5
1978,"BUF",16,5,11,0,31.2,12,4,0,75
1978,"CHI",16,7,9,0,43.8,9,7,0,56.2
1978,"CIN",16,4,12,0,25,8,8,0,50
1978,"CLE",16,8,8,0,50,7,8,1,43.8
1978,"DAL",16,12,4,0,75,8,8,0,50
1978,"DEN",16,10,6,0,62.5,8,7,1,50
1978,"DET",16,7,9,0,43.8,8,8,0,50
1978,"GB",16,8,7,1,50,8,8,0,50
1978,"HOU",16,10,6,0,62.5,6,9,1,37.5
1978,"KC",16,4,12,0,25,8,8,0,50
1978,"MIA",16,11,5,0,68.8,9,7,0,56.2
1978,"MIN",16,8,7,1,50,6,10,0,37.5
1978,"NE",16,11,5,0,68.8,6,10,0,37.5
1978,"NO",16,7,9,0,43.8,10,6,0,62.5
1978,"NYG",16,6,10,0,37.5,8,7,1,50
1978,"NYJ",16,8,8,0,50,9,7,0,56.2
1978,"OAK",16,9,7,0,56.2,6,10,0,37.5
1978,"PHI",16,9,7,0,56.2,10,5,1,62.5
1978,"PIT",16,14,2,0,87.5,9,6,1,56.2
1978,"RAM",16,12,4,0,75,5,9,2,31.2
1978,"SD",16,9,7,0,56.2,9,7,0,56.2
1978,"SEA",16,9,7,0,56.2,10,5,1,62.5
1978,"SF",16,2,14,0,12.5,3,12,1,18.8
1978,"STL",16,6,10,0,37.5,8,8,0,50
1978,"TB",16,5,11,0,31.2,9,7,0,56.2
1978,"WAS",16,8,8,0,50,7,9,0,43.8
1979,"ATL",16,6,10,0,37.5,7,8,1,43.8
1979,"BAL",16,5,11,0,31.2,7,8,1,43.8
1979,"BUF",16,7,9,0,43.8,7,7,2,43.8
1979,"CHI",16,10,6,0,62.5,8,7,1,50
1979,"CIN",16,4,12,0,25,6,8,2,37.5
1979,"CLE",16,9,7,0,56.2,8,8,0,50
1979,"DAL",16,11,5,0,68.8,5,11,0,31.2
1979,"DEN",16,10,6,0,62.5,8,7,1,50
1979,"DET",16,2,14,0,12.5,4,11,1,25
1979,"GB",16,5,11,0,31.2,6,8,2,37.5
1979,"HOU",16,11,5,0,68.8,8,7,1,50
1979,"KC",16,7,9,0,43.8,7,7,2,43.8
1979,"MIA",16,10,6,0,62.5,8,7,1,50
1979,"MIN",16,7,9,0,43.8,8,8,0,50
1979,"NE",16,9,7,0,56.2,6,9,1,37.5
1979,"NO",16,8,8,0,50,8,8,0,50
1979,"NYG",16,6,10,0,37.5,9,7,0,56.2
1979,"NYJ",16,8,8,0,50,9,7,0,56.2
1979,"OAK",16,9,7,0,56.2,9,7,0,56.2
1979,"PHI",16,11,5,0,68.8,8,7,1,50
1979,"PIT",16,12,4,0,75,9,7,0,56.2
1979,"RAM",16,9,7,0,56.2,5,10,1,31.2
1979,"SD",16,12,4,0,75,8,6,2,50
1979,"SEA",16,9,7,0,56.2,10,5,1,62.5
1979,"SF",16,2,14,0,12.5,7,8,1,43.8
1979,"STL",16,5,11,0,31.2,8,7,1,50
1979,"TB",16,10,6,0,62.5,8,7,1,50
1979,"WAS",16,10,6,0,62.5,11,5,0,68.8
1980,"ATL",16,12,4,0,75,12,3,1,75
1980,"BAL",16,7,9,0,43.8,8,8,0,50
1980,"BUF",16,11,5,0,68.8,10,6,0,62.5
1980,"CHI",16,7,9,0,43.8,7,8,1,43.8
1980,"CIN",16,6,10,0,37.5,7,7,2,43.8
1980,"CLE",16,11,5,0,68.8,9,6,1,56.2
1980,"DAL",16,12,4,0,75,10,6,0,62.5
1980,"DEN",16,8,8,0,50,6,8,2,37.5
1980,"DET",16,9,7,0,56.2,9,5,2,56.2
1980,"GB",16,5,10,1,31.2,8,8,0,50
1980,"HOU",16,11,5,0,68.8,6,8,2,37.5
1980,"KC",16,8,8,0,50,8,7,1,50
1980,"MIA",16,8,8,0,50,7,9,0,43.8
1980,"MIN",16,9,7,0,56.2,9,7,0,56.2
1980,"NE",16,10,6,0,62.5,10,6,0,62.5
1980,"NO",16,1,15,0,6.2,5,9,2,31.2
1980,"NYG",16,4,12,0,25,7,9,0,43.8
1980,"NYJ",16,4,12,0,25,5,11,0,31.2
1980,"OAK",16,11,5,0,68.8,9,6,1,56.2
1980,"PHI",16,12,4,0,75,11,5,0,68.8
1980,"PIT",16,9,7,0,56.2,3,13,0,18.8
1980,"RAM",16,11,5,0,68.8,10,4,2,62.5
1980,"SD",16,11,5,0,68.8,7,9,0,43.8
1980,"SEA",16,4,12,0,25,6,10,0,37.5
1980,"SF",16,6,10,0,37.5,8,7,1,50
1980,"STL",16,5,11,0,31.2,5,10,1,31.2
1980,"TB",16,5,10,1,31.2,5,10,1,31.2
1980,"WAS",16,6,10,0,37.5,7,9,0,43.8
1981,"ATL",16,7,9,0,43.8,6,9,1,37.5
1981,"BAL",16,2,14,0,12.5,3,12,1,18.8
1981,"BUF",16,10,6,0,62.5,7,9,0,43.8
1981,"CHI",16,6,10,0,37.5,8,8,0,50
1981,"CIN",16,12,4,0,75,11,5,0,68.8
1981,"CLE",16,5,11,0,31.2,6,10,0,37.5
1981,"DAL",16,12,4,0,75,9,7,0,56.2
1981,"DEN",16,10,6,0,62.5,7,9,0,43.8
1981,"DET",16,8,8,0,50,9,6,1,56.2
1981,"GB",16,8,8,0,50,8,8,0,50
1981,"HOU",16,7,9,0,43.8,7,8,1,43.8
1981,"KC",16,9,7,0,56.2,11,5,0,68.8
1981,"MIA",16,11,4,1,68.8,11,4,1,68.8
1981,"MIN",16,7,9,0,43.8,8,8,0,50
1981,"NE",16,2,14,0,12.5,3,13,0,18.8
1981,"NO",16,4,12,0,25,6,10,0,37.5
1981,"NYG",16,9,7,0,56.2,10,6,0,62.5
1981,"NYJ",16,10,5,1,62.5,9,7,0,56.2
1981,"OAK",16,7,9,0,43.8,6,10,0,37.5
1981,"PHI",16,10,6,0,62.5,10,6,0,62.5
1981,"PIT",16,8,8,0,50,8,8,0,50
1981,"RAM",16,6,10,0,37.5,7,9,0,43.8
1981,"SD",16,10,6,0,62.5,7,9,0,43.8
1981,"SEA",16,6,10,0,37.5,6,10,0,37.5
1981,"SF",16,13,3,0,81.2,12,4,0,75
1981,"STL",16,7,9,0,43.8,7,9,0,43.8
1981,"TB",16,9,7,0,56.2,11,5,0,68.8
1981,"WAS",16,8,8,0,50,8,7,1,50
1982,"ATL",10,5,5,0,50,5,5,0,50
1982,"BAL",9,0,8,1,0,4,5,0,44.4
1982,"BUF",9,4,5,0,44.4,3,5,1,33.3
1982,"CHI",9,3,6,0,33.3,4,5,0,44.4
1982,"CIN",10,7,3,0,70,5,5,0,50
1982,"CLE",10,4,6,0,40,3,7,0,30
1982,"DAL",10,7,3,0,70,6,4,0,60
1982,"DEN",9,2,7,0,22.2,3,6,0,33.3
1982,"DET",10,4,6,0,40,5,5,0,50
1982,"GB",10,6,3,1,60,7,3,0,70
1982,"HOU",9,1,8,0,11.1,2,7,0,22.2
1982,"KC",9,3,6,0,33.3,3,6,0,33.3
1982,"MIA",10,8,2,0,80,7,3,0,70
1982,"MIN",10,6,4,0,60,6,4,0,60
1982,"NE",10,5,5,0,50,6,4,0,60
1982,"NO",9,4,5,0,44.4,4,5,0,44.4
1982,"NYG",9,4,5,0,44.4,4,5,0,44.4
1982,"NYJ",10,7,3,0,70,6,4,0,60
1982,"PHI",9,3,6,0,33.3,3,6,0,33.3
1982,"PIT",10,6,4,0,60,6,4,0,60
1982,"RAI",10,9,1,0,90,7,3,0,70
1982,"RAM",9,2,7,0,22.2,3,6,0,33.3
1982,"SD",10,7,3,0,70,7,3,0,70
1982,"SEA",9,4,5,0,44.4,5,4,0,55.6
1982,"SF",9,3,6,0,33.3,3,6,0,33.3
1982,"STL",10,5,5,0,50,5,5,0,50
1982,"TB",10,5,5,0,50,3,6,1,30
1982,"WAS",10,9,1,0,90,8,2,0,80
1983,"ATL",16,7,9,0,43.8,9,7,0,56.2
1983,"BAL",16,7,9,0,43.8,8,7,1,50
1983,"BUF",16,8,8,0,50,7,8,1,43.8
1983,"CHI",16,8,8,0,50,8,6,2,50
1983,"CIN",16,7,9,0,43.8,7,9,0,43.8
1983,"CLE",16,9,7,0,56.2,8,8,0,50
1983,"DAL",16,12,4,0,75,9,7,0,56.2
1983,"DEN",16,9,7,0,56.2,9,7,0,56.2
1983,"DET",16,9,7,0,56.2,8,8,0,50
1983,"GB",16,8,8,0,50,4,10,2,25
1983,"HOU",16,2,14,0,12.5,7,9,0,43.8
1983,"KC",16,6,10,0,37.5,9,7,0,56.2
1983,"MIA",16,12,4,0,75,10,6,0,62.5
1983,"MIN",16,8,8,0,50,9,7,0,56.2
1983,"NE",16,8,8,0,50,8,8,0,50
1983,"NO",16,8,8,0,50,7,7,2,43.8
1983,"NYG",16,3,12,1,18.8,5,11,0,31.2
1983,"NYJ",16,7,9,0,43.8,6,10,0,37.5
1983,"PHI",16,5,11,0,31.2,6,10,0,37.5
1983,"PIT",16,10,6,0,62.5,8,8,0,50
1983,"RAI",16,12,4,0,75,10,5,1,62.5
1983,"RAM",16,9,7,0,56.2,9,5,2,56.2
1983,"SD",16,6,10,0,37.5,5,11,0,31.2
1983,"SEA",16,9,7,0,56.2,8,8,0,50
1983,"SF",16,10,6,0,62.5,9,7,0,56.2
1983,"STL",16,8,7,1,50,8,8,0,50
1983,"TB",16,2,14,0,12.5,6,10,0,37.5
1983,"WAS",16,14,2,0,87.5,11,4,1,68.8
1984,"ATL",16,4,12,0,25,4,12,0,25
1984,"BUF",16,2,14,0,12.5,5,10,1,31.2
1984,"CHI",16,10,6,0,62.5,9,7,0,56.2
1984,"CIN",16,8,8,0,50,9,6,1,56.2
1984,"CLE",16,5,11,0,31.2,9,7,0,56.2
1984,"DAL",16,9,7,0,56.2,6,9,1,37.5
1984,"DEN",16,13,3,0,81.2,11,5,0,68.8
1984,"DET",16,4,11,1,25,6,10,0,37.5
1984,"GB",16,8,8,0,50,8,8,0,50
1984,"HOU",16,3,13,0,18.8,4,12,0,25
1984,"IND",16,4,12,0,25,7,9,0,43.8
1984,"KC",16,8,8,0,50,8,8,0,50
1984,"MIA",16,14,2,0,87.5,11,5,0,68.8
1984,"MIN",16,3,13,0,18.8,5,11,0,31.2
1984,"NE",16,9,7,0,56.2,6,9,1,37.5
1984,"NO",16,7,9,0,43.8,7,8,1,43.8
1984,"NYG",16,9,7,0,56.2,6,10,0,37.5
1984,"NYJ",16,7,9,0,43.8,6,9,1,37.5
1984,"PHI",16,6,9,1,37.5,10,6,0,62.5
1984,"PIT",16,9,7,0,56.2,8,8,0,50
1984,"RAI",16,11,5,0,68.8,7,8,1,43.8
1984,"RAM",16,10,6,0,62.5,8,8,0,50
1984,"SD",16,7,9,0,43.8,8,8,0,50
1984,"SEA",16,12,4,0,75,10,5,1,62.5
1984,"SF",16,15,1,0,93.8,12,4,0,75
1984,"STL",16,9,7,0,56.2,9,7,0,56.2
1984,"TB",16,6,10,0,37.5,11,5,0,68.8
1984,"WAS",16,11,5,0,68.8,10,6,0,62.5
1985,"ATL",16,4,12,0,25,6,10,0,37.5
1985,"BUF",16,2,14,0,12.5,5,10,1,31.2
1985,"CHI",16,15,1,0,93.8,12,3,1,75
1985,"CIN",16,7,9,0,43.8,7,9,0,43.8
1985,"CLE",16,8,8,0,50,9,7,0,56.2
1985,"DAL",16,10,6,0,62.5,10,6,0,62.5
1985,"DEN",16,11,5,0,68.8,9,7,0,56.2
1985,"DET",16,7,9,0,43.8,8,8,0,50
1985,"GB",16,8,8,0,50,8,8,0,50
1985,"HOU",16,5,11,0,31.2,7,9,0,43.8
1985,"IND",16,5,11,0,31.2,8,6,2,50
1985,"KC",16,6,10,0,37.5,7,9,0,43.8
1985,"MIA",16,12,4,0,75,8,7,1,50
1985,"MIN",16,7,9,0,43.8,8,8,0,50
1985,"NE",16,11,5,0,68.8,11,4,1,68.8
1985,"NO",16,5,11,0,31.2,4,12,0,25
1985,"NYG",16,10,6,0,62.5,9,6,1,56.2
1985,"NYJ",16,11,5,0,68.8,8,7,1,50
1985,"PHI",16,7,9,0,43.8,7,9,0,43.8
1985,"PIT",16,7,9,0,43.8,6,10,0,37.5
1985,"RAI",16,12,4,0,75,10,6,0,62.5
1985,"RAM",16,11,5,0,68.8,9,7,0,56.2
1985,"SD",16,8,8,0,50,7,8,1,43.8
1985,"SEA",16,8,8,0,50,7,8,1,43.8
1985,"SF",16,10,6,0,62.5,10,6,0,62.5
1985,"STL",16,5,11,0,31.2,5,11,0,31.2
1985,"TB",16,2,14,0,12.5,5,10,1,31.2
1985,"WAS",16,10,6,0,62.5,8,7,1,50
1986,"ATL",16,7,8,1,43.8,9,7,0,56.2
1986,"BUF",16,4,12,0,25,8,8,0,50
1986,"CHI",16,14,2,0,87.5,6,10,0,37.5
1986,"CIN",16,10,6,0,62.5,7,9,0,43.8
1986,"CLE",16,12,4,0,75,9,6,1,56.2
1986,"DAL",16,7,9,0,43.8,5,10,1,31.2
1986,"DEN",16,11,5,0,68.8,8,7,1,50
1986,"DET",16,5,11,0,31.2,9,7,0,56.2
1986,"GB",16,4,12,0,25,7,9,0,43.8
1986,"HOU",16,5,11,0,31.2,8,8,0,50
1986,"IND",16,3,13,0,18.8,7,9,0,43.8
1986,"KC",16,10,6,0,62.5,8,8,0,50
1986,"MIA",16,8,8,0,50,7,9,0,43.8
1986,"MIN",16,9,7,0,56.2,10,6,0,62.5
1986,"NE",16,11,5,0,68.8,6,10,0,37.5
1986,"NO",16,7,9,0,43.8,10,6,0,62.5
1986,"NYG",16,14,2,0,87.5,9,5,2,56.2
1986,"NYJ",16,10,6,0,62.5,6,10,0,37.5
1986,"PHI",16,5,10,1,31.2,9,7,0,56.2
1986,"PIT",16,6,10,0,37.5,9,6,1,56.2
1986,"RAI",16,8,8,0,50,8,8,0,50
1986,"RAM",16,10,6,0,62.5,9,7,0,56.2
1986,"SD",16,4,12,0,25,7,9,0,43.8
1986,"SEA",16,10,6,0,62.5,9,7,0,56.2
1986,"SF",16,10,5,1,62.5,9,7,0,56.2
1986,"STL",16,4,11,1,25,7,9,0,43.8
1986,"TB",16,2,14,0,12.5,6,10,0,37.5
1986,"WAS",16,12,4,0,75,9,7,0,56.2
1987,"ATL",15,3,12,0,20,5,9,1,33.3
1987,"BUF",15,7,8,0,46.7,9,6,0,60
1987,"CHI",16,11,5,0,68.8,8,7,1,50
1987,"CIN",15,4,11,0,26.7,3,12,0,20
1987,"CLE",16,11,5,0,68.8,10,6,0,62.5
1987,"DAL",15,7,8,0,46.7,7,8,0,46.7
1987,"DEN",16,11,4,1,68.8,8,7,1,50
1987,"DET",15,4,11,0,26.7,6,9,0,40
1987,"GB",15,5,9,1,33.3,8,7,0,53.3
1987,"HOU",17,10,7,0,58.8,9,7,1,52.9
1987,"IND",16,9,7,0,56.2,9,7,0,56.2
1987,"KC",15,4,11,0,26.7,8,7,0,53.3
1987,"MIA",15,8,7,0,53.3,7,8,0,46.7
1987,"MIN",17,10,7,0,58.8,7,10,0,41.2
1987,"NE",15,8,7,0,53.3,6,9,0,40
1987,"NO",16,12,4,0,75,11,5,0,68.8
1987,"NYG",15,6,9,0,40,5,10,0,33.3
1987,"NYJ",15,6,9,0,40,8,7,0,53.3
1987,"PHI",15,7,8,0,46.7,10,4,1,66.7
1987,"PIT",15,8,7,0,53.3,8,7,0,53.3
1987,"RAI",15,5,10,0,33.3,7,8,0,46.7
1987,"RAM",15,6,9,0,40,6,9,0,40
1987,"SD",15,8,7,0,53.3,6,9,0,40
1987,"SEA",16,9,7,0,56.2,8,8,0,50
1987,"SF",16,13,3,0,81.2,9,7,0,56.2
1987,"STL",15,7,8,0,46.7,9,6,0,60
1987,"TB",15,4,11,0,26.7,7,8,0,46.7
1987,"WAS",16,12,4,0,75,9,6,1,56.2
1988,"ATL",16,5,11,0,31.2,8,7,1,50
1988,"BUF",16,12,4,0,75,9,6,1,56.2
1988,"CHI",16,12,4,0,75,11,5,0,68.8
1988,"CIN",16,12,4,0,75,11,5,0,68.8
1988,"CLE",16,10,6,0,62.5,8,8,0,50
1988,"DAL",16,3,13,0,18.8,6,8,2,37.5
1988,"DEN",16,8,8,0,50,8,8,0,50
1988,"DET",16,4,12,0,25,8,8,0,50
1988,"GB",16,4,12,0,25,6,10,0,37.5
1988,"HOU",16,10,6,0,62.5,9,7,0,56.2
1988,"IND",16,9,7,0,56.2,6,10,0,37.5
1988,"KC",16,4,11,1,25,8,8,0,50
1988,"MIA",16,6,10,0,37.5,4,11,1,25
1988,"MIN",16,11,5,0,68.8,9,7,0,56.2
1988,"NE",16,9,7,0,56.2,10,6,0,62.5
1988,"NO",16,10,6,0,62.5,7,9,0,43.8
1988,"NYG",16,10,6,0,62.5,7,9,0,43.8
1988,"NYJ",16,8,7,1,50,8,8,0,50
1988,"PHI",16,10,6,0,62.5,9,7,0,56.2
1988,"PHO",16,7,9,0,43.8,6,10,0,37.5
1988,"PIT",16,5,11,0,31.2,7,8,1,43.8
1988,"RAI",16,7,9,0,43.8,6,10,0,37.5
1988,"RAM",16,10,6,0,62.5,9,7,0,56.2
1988,"SD",16,6,10,0,37.5,8,8,0,50
1988,"SEA",16,9,7,0,56.2,8,8,0,50
1988,"SF",16,10,6,0,62.5,10,6,0,62.5
1988,"TB",16,5,11,0,31.2,10,6,0,62.5
1988,"WAS",16,7,9,0,43.8,5,11,0,31.2
1989,"ATL",16,3,13,0,18.8,6,10,0,37.5
1989,"BUF",16,9,7,0,56.2,8,8,0,50
1989,"CHI",16,6,10,0,37.5,5,11,0,31.2
1989,"CIN",16,8,8,0,50,9,6,1,56.2
1989,"CLE",16,9,6,1,56.2,8,8,0,50
1989,"DAL",16,1,15,0,6.2,6,10,0,37.5
1989,"DEN",16,11,5,0,68.8,11,5,0,68.8
1989,"DET",16,7,9,0,43.8,11,5,0,68.8
1989,"GB",16,10,6,0,62.5,9,7,0,56.2
1989,"HOU",16,9,7,0,56.2,6,10,0,37.5
1989,"IND",16,8,8,0,50,6,10,0,37.5
1989,"KC",16,8,7,1,50,8,7,1,50
1989,"MIA",16,8,8,0,50,7,9,0,43.8
1989,"MIN",16,10,6,0,62.5,8,8,0,50
1989,"NE",16,5,11,0,31.2,8,8,0,50
1989,"NO",16,9,7,0,56.2,9,7,0,56.2
1989,"NYG",16,12,4,0,75,11,4,1,68.8
1989,"NYJ",16,4,12,0,25,4,12,0,25
1989,"PHI",16,11,5,0,68.8,8,8,0,50
1989,"PHO",16,5,11,0,31.2,6,10,0,37.5
1989,"PIT",16,9,7,0,56.2,8,7,1,50
1989,"RAI",16,8,8,0,50,7,9,0,43.8
1989,"RAM",16,11,5,0,68.8,9,7,0,56.2
1989,"SD",16,6,10,0,37.5,10,5,1,62.5
1989,"SEA",16,7,9,0,43.8,6,10,0,37.5
1989,"SF",16,14,2,0,87.5,13,3,0,81.2
1989,"TB",16,5,11,0,31.2,9,7,0,56.2
1989,"WAS",16,10,6,0,62.5,5,10,1,31.2
1990,"ATL",16,5,11,0,31.2,7,9,0,43.8
1990,"BUF",16,13,3,0,81.2,10,5,1,62.5
1990,"CHI",16,11,5,0,68.8,10,6,0,62.5
1990,"CIN",16,9,7,0,56.2,8,8,0,50
1990,"CLE",16,3,13,0,18.8,5,10,1,31.2
1990,"DAL",16,7,9,0,43.8,9,7,0,56.2
1990,"DEN",16,5,11,0,31.2,4,11,1,25
1990,"DET",16,6,10,0,37.5,7,7,2,43.8
1990,"GB",16,6,10,0,37.5,6,10,0,37.5
1990,"HOU",16,9,7,0,56.2,9,5,2,56.2
1990,"IND",16,7,9,0,43.8,8,8,0,50
1990,"KC",16,11,5,0,68.8,10,4,2,62.5
1990,"MIA",16,12,4,0,75,9,7,0,56.2
1990,"MIN",16,6,10,0,37.5,7,9,0,43.8
1990,"NE",16,1,15,0,6.2,4,12,0,25
1990,"NO",16,8,8,0,50,7,8,1,43.8
1990,"NYG",16,13,3,0,81.2,10,6,0,62.5
1990,"NYJ",16,6,10,0,37.5,9,7,0,56.2
1990,"PHI",16,10,6,0,62.5,8,8,0,50
1990,"PHO",16,5,11,0,31.2,9,7,0,56.2
1990,"PIT",16,9,7,0,56.2,9,7,0,56.2
1990,"RAI",16,12,4,0,75,11,4,1,68.8
1990,"RAM",16,5,11,0,31.2,5,10,1,31.2
1990,"SD",16,6,10,0,37.5,7,8,1,43.8
1990,"SEA",16,9,7,0,56.2,9,6,1,56.2
1990,"SF",16,14,2,0,87.5,7,9,0,43.8
1990,"TB",16,6,10,0,37.5,5,10,1,31.2
1990,"WAS",16,10,6,0,62.5,7,8,1,43.8
1991,"ATL",16,10,6,0,62.5,9,7,0,56.2
1991,"BUF",16,13,3,0,81.2,9,7,0,56.2
1991,"CHI",16,11,5,0,68.8,9,7,0,56.2
1991,"CIN",16,3,13,0,18.8,4,12,0,25
1991,"CLE",16,6,10,0,37.5,8,6,2,50
1991,"DAL",16,11,5,0,68.8,12,3,1,75
1991,"DEN",16,12,4,0,75,9,4,3,56.2
1991,"DET",16,12,4,0,75,12,4,0,75
1991,"GB",16,4,12,0,25,6,10,0,37.5
1991,"HOU",16,11,5,0,68.8,7,7,2,43.8
1991,"IND",16,1,15,0,6.2,5,11,0,31.2
1991,"KC",16,10,6,0,62.5,6,10,0,37.5
1991,"MIA",16,8,8,0,50,8,8,0,50
1991,"MIN",16,8,8,0,50,6,10,0,37.5
1991,"NE",16,6,10,0,37.5,7,9,0,43.8
1991,"NO",16,11,5,0,68.8,10,6,0,62.5
1991,"NYG",16,8,8,0,50,5,11,0,31.2
1991,"NYJ",16,8,8,0,50,8,7,1,50
1991,"PHI",16,10,6,0,62.5,8,7,1,50
1991,"PHO",16,4,12,0,25,7,9,0,43.8
1991,"PIT",16,7,9,0,43.8,7,8,1,43.8
1991,"RAI",16,9,7,0,56.2,7,9,0,43.8
1991,"RAM",16,3,13,0,18.8,4,12,0,25
1991,"SD",16,4,12,0,25,7,6,3,43.8
1991,"SEA",16,7,9,0,43.8,9,6,1,56.2
1991,"SF",16,10,6,0,62.5,8,8,0,50
1991,"TB",16,3,13,0,18.8,8,8,0,50
1991,"WAS",16,14,2,0,87.5,11,4,1,68.8
1992,"ATL",16,6,10,0,37.5,6,9,1,37.5
1992,"BUF",16,11,5,0,68.8,8,8,0,50
1992,"CHI",16,5,11,0,31.2,5,11,0,31.2
1992,"CIN",16,5,11,0,31.2,7,9,0,43.8
1992,"CLE",16,7,9,0,43.8,7,9,0,43.8
1992,"DAL",16,13,3,0,81.2,10,5,1,62.5
1992,"DEN",16,8,8,0,50,8,7,1,50
1992,"DET",16,5,11,0,31.2,8,8,0,50
1992,"GB",16,9,7,0,56.2,9,7,0,56.2
1992,"HOU",16,10,6,0,62.5,9,7,0,56.2
1992,"IND",16,9,7,0,56.2,9,7,0,56.2
1992,"KC",16,10,6,0,62.5,8,7,1,50
1992,"MIA",16,11,5,0,68.8,6,10,0,37.5
1992,"MIN",16,11,5,0,68.8,9,7,0,56.2
1992,"NE",16,2,14,0,12.5,8,8,0,50
1992,"NO",16,12,4,0,75,11,5,0,68.8
1992,"NYG",16,6,10,0,37.5,5,11,0,31.2
1992,"NYJ",16,4,12,0,25,4,11,1,25
1992,"PHI",16,11,5,0,68.8,9,7,0,56.2
1992,"PHO",16,4,12,0,25,8,8,0,50
1992,"PIT",16,11,5,0,68.8,9,7,0,56.2
1992,"RAI",16,7,9,0,43.8,7,9,0,43.8
1992,"RAM",16,6,10,0,37.5,9,7,0,56.2
1992,"SD",16,11,5,0,68.8,12,4,0,75
1992,"SEA",16,2,14,0,12.5,8,8,0,50
1992,"SF",16,14,2,0,87.5,8,8,0,50
1992,"TB",16,5,11,0,31.2,9,7,0,56.2
1992,"WAS",16,9,7,0,56.2,5,10,1,31.2
1993,"ATL",16,6,10,0,37.5,7,8,1,43.8
1993,"BUF",16,12,4,0,75,8,8,0,50
1993,"CHI",16,7,9,0,43.8,7,7,2,43.8
1993,"CIN",16,3,13,0,18.8,8,8,0,50
1993,"CLE",16,7,9,0,43.8,9,7,0,56.2
1993,"DAL",16,12,4,0,75,9,7,0,56.2
1993,"DEN",16,9,7,0,56.2,9,5,2,56.2
1993,"DET",16,10,6,0,62.5,9,7,0,56.2
1993,"GB",16,9,7,0,56.2,9,7,0,56.2
1993,"HOU",16,12,4,0,75,12,4,0,75
1993,"IND",16,4,12,0,25,5,11,0,31.2
1993,"KC",16,11,5,0,68.8,8,8,0,50
1993,"MIA",16,9,7,0,56.2,6,10,0,37.5
1993,"MIN",16,9,7,0,56.2,6,10,0,37.5
1993,"NE",16,5,11,0,31.2,10,6,0,62.5
1993,"NO",16,8,8,0,50,6,9,1,37.5
1993,"NYG",16,11,5,0,68.8,11,5,0,68.8
1993,"NYJ",16,8,8,0,50,7,8,1,43.8
1993,"PHI",16,8,8,0,50,10,6,0,62.5
1993,"PHO",16,7,9,0,43.8,10,5,1,62.5
1993,"PIT",16,9,7,0,56.2,7,9,0,43.8
1993,"RAI",16,10,6,0,62.5,6,8,2,37.5
1993,"RAM",16,5,11,0,31.2,5,11,0,31.2
1993,"SD",16,8,8,0,50,7,8,1,43.8
1993,"SEA",16,6,10,0,37.5,7,9,0,43.8
1993,"SF",16,10,6,0,62.5,8,8,0,50
1993,"TB",16,5,11,0,31.2,7,9,0,43.8
1993,"WAS",16,4,12,0,25,5,10,1,31.2
1994,"ARI",16,8,8,0,50,8,8,0,50
1994,"ATL",16,7,9,0,43.8,10,6,0,62.5
1994,"BUF",16,7,9,0,43.8,8,8,0,50
1994,"CHI",16,9,7,0,56.2,9,7,0,56.2
1994,"CIN",16,3,13,0,18.8,8,8,0,50
1994,"CLE",16,11,5,0,68.8,11,5,0,68.8
1994,"DAL",16,12,4,0,75,8,8,0,50
1994,"DEN",16,7,9,0,43.8,4,10,2,25
1994,"DET",16,9,7,0,56.2,7,9,0,43.8
1994,"GB",16,9,7,0,56.2,8,7,1,50
1994,"HOU",16,2,14,0,12.5,3,12,1,18.8
1994,"IND",16,8,8,0,50,8,8,0,50
1994,"KC",16,9,7,0,56.2,9,7,0,56.2
1994,"MIA",16,10,6,0,62.5,8,8,0,50
1994,"MIN",16,10,6,0,62.5,7,9,0,43.8
1994,"NE",16,10,6,0,62.5,9,7,0,56.2
1994,"NO",16,7,9,0,43.8,9,7,0,56.2
1994,"NYG",16,9,7,0,56.2,9,7,0,56.2
1994,"NYJ",16,6,10,0,37.5,5,9,2,31.2
1994,"PHI",16,7,9,0,43.8,5,11,0,31.2
1994,"PIT",16,12,4,0,75,11,4,1,68.8
1994,"RAI",16,9,7,0,56.2,6,9,1,37.5
1994,"RAM",16,4,12,0,25,7,8,1,43.8
1994,"SD",16,11,5,0,68.8,11,5,0,68.8
1994,"SEA",16,6,10,0,37.5,6,9,1,37.5
1994,"SF",16,13,3,0,81.2,11,5,0,68.8
1994,"TB",16,6,10,0,37.5,8,8,0,50
1994,"WAS",16,3,13,0,18.8,6,10,0,37.5
1995,"ARI",16,4,12,0,25,7,9,0,43.8
1995,"ATL",16,9,7,0,56.2,9,6,1,56.2
1995,"BUF",16,10,6,0,62.5,8,8,0,50
1995,"CAR",16,7,9,0,43.8,10,6,0,62.5
1995,"CHI",16,9,7,0,56.2,6,10,0,37.5
1995,"CIN",16,7,9,0,43.8,10,6,0,62.5
1995,"CLE",16,5,11,0,31.2,5,10,1,31.2
1995,"DAL",16,12,4,0,75,8,7,1,50
1995,"DEN",16,8,8,0,50,6,9,1,37.5
1995,"DET",16,10,6,0,62.5,10,6,0,62.5
1995,"GB",16,11,5,0,68.8,10,6,0,62.5
1995,"HOU",16,7,9,0,43.8,11,5,0,68.8
