"season","week","tm_home","tm_away","line_home","pts_home","pts_away","tm_winner_straight","tm_winner_spread","line_1","line_2","tm_1","tm_2","pts_1","pts_2","pd_1","pd_2","wp_eoy_1","pftd_1","patd_1","pdtd_1","wptd_1","w_lastn_1","pd_lastn_1","pd_wlastn_1","wp_lastn_1","wp_wlastn_1","wp_eoy_2","pftd_2","patd_2","pdtd_2","wptd_2","w_lastn_2","pd_lastn_2","pd_wlastn_2","wp_lastn_2","wp_wlastn_2","wp_eoy_diff","pftd_diff","patd_diff","pdtd_diff","wptd_diff","wp_lastn_diff","wp_wlastn_diff","pd_lastn_diff","pd_wlastn_diff"
2006,11,"HOU","BUF",-2.5,21,24,"BUF","BUF",-2.5,2.5,"HOU","BUF",21,24,-3,3,37.5,16,22.8888888888889,-6.88888888888889,0.333333333333333,3,-6.5,-4.07272727272727,0.3,0.4,43.8,15.5555555555556,20,-4.44444444444444,0.333333333333333,3,-4.4,-4.8,0.3,0.309090909090909,-6.3,0.444444444444445,2.88888888888889,4.77777777777778,0,0,0.0909090909090909,-2.1,0.727272727272728
2006,11,"DAL","IND",1,21,14,"DAL","DAL",-1,1,"IND","DAL",14,21,-7,7,80,27.6666666666667,21,6.66666666666667,1,9,5.7,5.6,0.9,0.981818181818182,52.9,27.7777777777778,19.3333333333333,8.44444444444445,0.555555555555556,5,6.6,8.4,0.5,0.563636363636364,27.1,-0.111111111111111,1.66666666666667,-7.44444444444445,0.444444444444444,0.4,0.418181818181818,-0.899999999999999,-2.8
2006,11,"JAX","NYG",-3.5,26,10,"JAX","JAX",-3.5,3.5,"JAX","NYG",26,10,16,-16,50,20.5555555555556,14.1111111111111,6.44444444444445,0.555555555555556,5,3.3,6.54545454545455,0.5,0.509090909090909,47.1,23.7777777777778,20.2222222222222,3.55555555555556,0.666666666666667,6,0.9,2.92727272727273,0.6,0.690909090909091,2.9,-3.22222222222222,-6.11111111111111,-3,-0.111111111111111,-0.1,-0.181818181818182,2.4,3.61818181818182
2006,11,"KAN","OAK",-9,17,13,"KAN","OAK",-9,9,"KAN","OAK",17,13,4,-4,52.9,21.4444444444444,20.2222222222222,1.22222222222222,0.555555555555556,6,4.5,2.23636363636364,0.6,0.618181818181818,12.5,11.6666666666667,20.1111111111111,-8.44444444444444,0.222222222222222,2,-8.5,-5.6,0.2,0.272727272727273,40.4,9.77777777777778,0.111111111111111,9,0.333333333333333,0.4,0.345454545454545,13,7.83636363636364
2006,11,"MIA","MIN",-3,24,20,"MIA","MIA",-3,3,"MIA","MIN",24,20,4,-4,37.5,16.2222222222222,18.6666666666667,-2.44444444444445,0.333333333333333,4,-2,-0.309090909090909,0.4,0.436363636363636,37.5,16.3333333333333,17.5555555555556,-1.22222222222222,0.444444444444444,5,1.3,-2.25454545454545,0.5,0.345454545454545,0,-0.111111111111111,1.11111111111111,1.55555555555556,-0.111111111111111,-0.1,0.0909090909090909,-3.3,1.94545454545455
2006,11,"MIA","MIN",-3,24,20,"MIA","MIA",3,-3,"MIN","MIA",20,24,-4,4,37.5,16.3333333333333,17.5555555555556,-1.22222222222222,0.444444444444444,5,1.3,-2.25454545454545,0.5,0.345454545454545,37.5,16.2222222222222,18.6666666666667,-2.44444444444445,0.333333333333333,4,-2,-0.309090909090909,0.4,0.436363636363636,0,0.111111111111111,-1.11111111111111,2.88888888888889,0.111111111111111,0.1,-0.0909090909090909,3.3,-1.94545454545455
2006,11,"NOR","CIN",-3,16,31,"CIN","CIN",-3,3,"NOR","CIN",16,31,-15,15,61.1,25.4444444444444,21.8888888888889,3.55555555555555,0.666666666666667,6,1.8,1.81818181818182,0.6,0.563636363636364,50,24,24.1111111111111,-0.111111111111111,0.444444444444444,4,-1.5,-3,0.4,0.290909090909091,11.1,1.44444444444444,-2.22222222222222,0.777777777777777,0.222222222222222,0.2,0.272727272727273,3.3,4.81818181818182
2006,11,"GNB","NWE",6,0,35,"NWE","NWE",-6,6,"NWE","GNB",35,0,35,-35,73.7,22.3333333333333,14.5555555555556,7.77777777777778,0.666666666666667,6,5.6,7.43636363636364,0.6,0.563636363636364,50,20.5555555555556,24.1111111111111,-3.55555555555555,0.444444444444444,5,-2.6,-0.490909090909091,0.5,0.545454545454545,23.7,1.77777777777778,-9.55555555555556,4.22222222222222,0.222222222222222,0.1,0.0181818181818182,8.2,7.92727272727273
2006,11,"JAX","NYG",-3.5,26,10,"JAX","JAX",3.5,-3.5,"NYG","JAX",10,26,-16,16,47.1,23.7777777777778,20.2222222222222,3.55555555555556,0.666666666666667,6,0.9,2.92727272727273,0.6,0.690909090909091,50,20.5555555555556,14.1111111111111,6.44444444444445,0.555555555555556,5,3.3,6.54545454545455,0.5,0.509090909090909,-2.9,3.22222222222222,6.11111111111111,-5.77777777777778,0.111111111111111,0.1,0.181818181818182,-2.4,-3.61818181818182
2006,11,"NYJ","CHI",5.5,0,10,"CHI","CHI",5.5,-5.5,"NYJ","CHI",0,10,-10,10,58.8,19.6666666666667,23,-3.33333333333333,0.555555555555556,6,-2.6,-3.41818181818182,0.6,0.581818181818182,78.9,30.2222222222222,13.3333333333333,16.8888888888889,0.888888888888889,8,14.4,13.8727272727273,0.8,0.818181818181818,-20.1,-10.5555555555556,9.66666666666667,-16.3333333333333,-0.333333333333333,-0.2,-0.236363636363636,-17,-17.2909090909091
2006,11,"KAN","OAK",-9,17,13,"KAN","OAK",9,-9,"OAK","KAN",13,17,-4,4,12.5,11.6666666666667,20.1111111111111,-8.44444444444444,0.222222222222222,2,-8.5,-5.6,0.2,0.272727272727273,52.9,21.4444444444444,20.2222222222222,1.22222222222222,0.555555555555556,6,4.5,2.23636363636364,0.6,0.618181818181818,-40.4,-9.77777777777778,-0.111111111111111,-0.999999999999999,-0.333333333333333,-0.4,-0.345454545454545,-13,-7.83636363636364
2006,11,"PHI","TEN",-13,13,31,"TEN","TEN",-13,13,"PHI","TEN",13,31,-18,18,61.1,25.8888888888889,18.1111111111111,7.77777777777778,0.555555555555556,5,5.9,7.07272727272727,0.5,0.490909090909091,50,16.2222222222222,27,-10.7777777777778,0.222222222222222,2,-12.4,-9.52727272727273,0.2,0.272727272727273,11.1,9.66666666666667,-8.88888888888889,11.3333333333333,0.333333333333333,0.3,0.218181818181818,18.3,16.6
2006,11,"CLE","PIT",4,20,24,"PIT","na",-4,4,"PIT","CLE",24,20,4,-4,50,23.8888888888889,23,0.888888888888889,0.333333333333333,4,1.9,0.836363636363636,0.4,0.345454545454545,25,16.6666666666667,20.4444444444444,-3.77777777777778,0.333333333333333,4,-3,-2.38181818181818,0.4,0.436363636363636,25,7.22222222222222,2.55555555555556,4.11111111111111,0,0,-0.0909090909090909,4.9,3.21818181818182
2006,11,"DEN","SDG",-2.5,27,35,"SDG","SDG",2.5,-2.5,"SDG","DEN",35,27,8,-8,82.4,33,19.4444444444444,13.5555555555556,0.777777777777778,7,10.6,10.6,0.7,0.781818181818182,56.2,17.5555555555556,12.3333333333333,5.22222222222222,0.777777777777778,7,3,5.65454545454545,0.7,0.8,26.2,15.4444444444444,7.11111111111111,-4.44444444444445,0,0,-0.0181818181818182,7.6,4.94545454545455
2006,11,"SFO","SEA",3,20,14,"SFO","SFO",-3,3,"SEA","SFO",14,20,-6,6,55.6,21,22.1111111111111,-1.11111111111111,0.666666666666667,6,-2.1,-1.54545454545455,0.6,0.618181818181818,43.8,18,27.8888888888889,-9.88888888888889,0.444444444444444,5,-8.6,-9.16363636363636,0.5,0.527272727272727,11.8,3,-5.77777777777778,10.5555555555556,0.222222222222222,0.1,0.0909090909090909,6.5,7.61818181818182
2006,11,"SFO","SEA",3,20,14,"SFO","SFO",3,-3,"SFO","SEA",20,14,6,-6,43.8,18,27.8888888888889,-9.88888888888889,0.444444444444444,5,-8.6,-9.16363636363636,0.5,0.527272727272727,55.6,21,22.1111111111111,-1.11111111111111,0.666666666666667,6,-2.1,-1.54545454545455,0.6,0.618181818181818,-11.8,-3,5.77777777777778,1.55555555555556,-0.222222222222222,-0.1,-0.0909090909090909,-6.5,-7.61818181818182
2006,11,"CAR","STL",-6.5,15,0,"CAR","CAR",6.5,-6.5,"STL","CAR",0,15,-15,15,50,22.4444444444444,24.5555555555556,-2.11111111111111,0.444444444444444,5,-0.9,-3.74545454545455,0.5,0.327272727272727,50,17.8888888888889,19.2222222222222,-1.33333333333333,0.555555555555556,5,-3.2,-0.818181818181818,0.5,0.581818181818182,0,4.55555555555555,5.33333333333334,1.77777777777778,-0.111111111111111,0,-0.254545454545455,2.3,-2.92727272727273
2006,11,"TAM","WAS",-3,20,17,"TAM","na",-3,3,"TAM","WAS",20,17,3,-3,25,12.4444444444444,21.8888888888889,-9.44444444444444,0.222222222222222,2,-9.2,-9.12727272727273,0.2,0.236363636363636,31.2,18.3333333333333,24.1111111111111,-5.77777777777778,0.333333333333333,3,-6.2,-7.54545454545455,0.3,0.327272727272727,-6.2,-5.88888888888889,-2.22222222222222,6,-0.111111111111111,-0.1,-0.0909090909090909,-3,-1.58181818181818
2006,11,"PHI","TEN",-13,13,31,"TEN","TEN",13,-13,"TEN","PHI",31,13,18,-18,50,16.2222222222222,27,-10.7777777777778,0.222222222222222,2,-12.4,-9.52727272727273,0.2,0.272727272727273,61.1,25.8888888888889,18.1111111111111,7.77777777777778,0.555555555555556,5,5.9,7.07272727272727,0.5,0.490909090909091,-11.1,-9.66666666666667,8.88888888888889,-7.55555555555556,-0.333333333333333,-0.3,-0.218181818181818,-18.3,-16.6
2006,11,"TAM","WAS",-3,20,17,"TAM","na",3,-3,"WAS","TAM",17,20,-3,3,31.2,18.3333333333333,24.1111111111111,-5.77777777777778,0.333333333333333,3,-6.2,-7.54545454545455,0.3,0.327272727272727,25,12.4444444444444,21.8888888888889,-9.44444444444444,0.222222222222222,2,-9.2,-9.12727272727273,0.2,0.236363636363636,6.2,5.88888888888889,2.22222222222222,9.77777777777778,0.111111111111111,0.1,0.0909090909090909,3,1.58181818181818
2006,12,"MIN","ARI",-6,31,26,"MIN","ARI",6,-6,"ARI","MIN",26,31,-5,5,31.2,16.1,23.3,-7.2,0.2,2,-7.2,-8,0.2,0.2,37.5,16.7,18.2,-1.5,0.4,4,-1.5,-3.21818181818182,0.4,0.254545454545455,-6.3,-0.599999999999998,5.1,1.7,-0.2,-0.2,-0.0545454545454545,-5.7,-4.78181818181818
2006,12,"ATL","NOR",-3,13,31,"NOR","NOR",-3,3,"ATL","NOR",13,31,-18,18,43.8,19,20.5,-1.5,0.5,5,-1.5,-4.96363636363636,0.5,0.363636363636364,61.1,24.5,22.8,1.7,0.6,6,1.7,-1.23636363636364,0.6,0.454545454545455,-17.3,-5.5,-2.3,-1.2,-0.1,-0.1,-0.0909090909090909,-3.2,-3.72727272727273
2006,12,"BAL","PIT",-3,27,0,"BAL","BAL",-3,3,"BAL","PIT",27,0,27,-27,76.5,22.2,14.7,7.5,0.8,8,7.5,5.67272727272727,0.8,0.8,50,23.9,22.7,1.2,0.4,4,1.2,1.21818181818182,0.4,0.454545454545455,26.5,-1.7,-8,-0.399999999999999,0.4,0.4,0.345454545454546,6.3,4.45454545454546
2006,12,"BUF","JAX",3,27,24,"BUF","BUF",3,-3,"BUF","JAX",27,24,3,-3,43.8,16.4,20.1,-3.7,0.4,4,-3.7,-3.45454545454545,0.4,0.436363636363636,50,21.1,13.7,7.4,0.6,6,7.4,8.85454545454546,0.6,0.6,-6.2,-4.7,6.4,-7,-0.2,-0.2,-0.163636363636364,-11.1,-12.3090909090909
2006,12,"WAS","CAR",6,17,13,"WAS","WAS",-6,6,"CAR","WAS",13,17,-4,4,50,17.6,17.3,0.300000000000001,0.6,6,0.3,2.49090909090909,0.6,0.672727272727273,31.2,18.2,23.7,-5.5,0.3,3,-5.5,-6.96363636363636,0.3,0.272727272727273,18.8,-0.599999999999998,-6.4,6.1,0.3,0.3,0.4,5.8,9.45454545454546
2006,12,"NWE","CHI",-3.5,17,13,"NWE","NWE",3.5,-3.5,"CHI","NWE",13,17,-4,4,78.9,28.2,12,16.2,0.9,9,16.2,13.0727272727273,0.9,0.854545454545454,73.7,23.6,13.1,10.5,0.7,7,10.5,12.7818181818182,0.7,0.636363636363636,5.2,4.6,-1.1,-9.6,0.2,0.2,0.218181818181818,5.7,0.290909090909091
2006,12,"CLE","CIN",3,0,30,"CIN","CIN",-3,3,"CIN","CLE",30,0,30,-30,50,24.7,23.3,1.4,0.5,5,1.4,0,0.5,0.4,25,17,20.8,-3.8,0.3,3,-3.8,-2.56363636363636,0.3,0.363636363636364,25,7.7,2.5,4.3,0.2,0.2,0.0363636363636364,5.2,2.56363636363636
2006,12,"CLE","CIN",3,0,30,"CIN","CIN",3,-3,"CLE","CIN",0,30,-30,30,25,17,20.8,-3.8,0.3,3,-3.8,-2.56363636363636,0.3,0.363636363636364,50,24.7,23.3,1.4,0.5,5,1.4,0,0.5,0.4,-25,-7.7,-2.5,-1.1,-0.2,-0.2,-0.0363636363636364,-5.2,-2.56363636363636
2006,12,"DAL","TAM",-11,38,10,"DAL","DAL",-11,11,"DAL","TAM",38,10,28,-28,52.9,27.1,18.8,8.3,0.6,6,8.3,8.47272727272727,0.6,0.654545454545455,25,13.2,21.4,-8.2,0.3,3,-8.2,-6.90909090909091,0.3,0.381818181818182,27.9,13.9,-2.6,8.8,0.3,0.3,0.272727272727273,16.5,15.3818181818182
2006,12,"KAN","DEN",-1,19,10,"KAN","KAN",1,-1,"DEN","KAN",10,19,-9,9,56.2,18.5,14.6,3.9,0.7,7,3.9,3.65454545454545,0.7,0.672727272727273,52.9,21,19.5,1.5,0.6,6,1.5,2.14545454545455,0.6,0.690909090909091,3.3,-2.5,-4.9,-0.8,0.1,0.1,-0.0181818181818182,2.4,1.50909090909091
2006,12,"DET","MIA",2.5,10,27,"MIA","MIA",2.5,-2.5,"DET","MIA",10,27,-17,17,18.8,18.5,23.9,-5.4,0.2,2,-5.4,-3.23636363636364,0.2,0.254545454545455,37.5,17,18.8,-1.8,0.4,4,-1.8,0.781818181818182,0.4,0.545454545454545,-18.7,1.5,5.1,2,-0.2,-0.2,-0.290909090909091,-3.6,-4.01818181818182
2006,12,"SEA","GNB",-10,34,24,"SEA","na",10,-10,"GNB","SEA",24,34,-10,10,50,18.5,25.2,-6.7,0.4,4,-6.7,-6.38181818181818,0.4,0.454545454545455,55.6,20.3,21.9,-1.6,0.6,6,-1.6,-2.25454545454545,0.6,0.509090909090909,-5.6,-1.8,3.3,2,-0.2,-0.2,-0.0545454545454545,-5.1,-4.12727272727273
2006,12,"NYJ","HOU",-5.5,26,11,"NYJ","NYJ",5.5,-5.5,"HOU","NYJ",11,26,-15,15,37.5,16.5,23,-6.5,0.3,3,-6.5,-3.43636363636364,0.3,0.345454545454545,58.8,17.7,21.7,-4,0.5,5,-4,-4.76363636363636,0.5,0.472727272727273,-21.3,-1.2,1.3,4.3,-0.2,-0.2,-0.127272727272727,-2.5,1.32727272727273
2006,12,"IND","PHI",-9.5,45,21,"IND","IND",-9.5,9.5,"IND","PHI",45,21,24,-24,80,26.3,21,5.3,0.9,9,5.3,3.29090909090909,0.9,0.818181818181818,61.1,24.6,19.4,5.2,0.5,5,5.2,2.72727272727273,0.5,0.4,18.9,1.7,1.6,-4.3,0.4,0.4,0.418181818181818,0.0999999999999996,0.563636363636364
2006,12,"BUF","JAX",3,27,24,"BUF","BUF",-3,3,"JAX","BUF",24,27,-3,3,50,21.1,13.7,7.4,0.6,6,7.4,8.85454545454546,0.6,0.6,43.8,16.4,20.1,-3.7,0.4,4,-3.7,-3.45454545454545,0.4,0.436363636363636,6.2,4.7,-6.4,4.3,0.2,0.2,0.163636363636364,11.1,12.3090909090909
2006,12,"KAN","DEN",-1,19,10,"KAN","KAN",-1,1,"KAN","DEN",19,10,9,-9,52.9,21,19.5,1.5,0.6,6,1.5,2.14545454545455,0.6,0.690909090909091,56.2,18.5,14.6,3.9,0.7,7,3.9,3.65454545454545,0.7,0.672727272727273,-3.3,2.5,4.9,-3.3,-0.1,-0.1,0.0181818181818182,-2.4,-1.50909090909091
2006,12,"DET","MIA",2.5,10,27,"MIA","MIA",-2.5,2.5,"MIA","DET",27,10,17,-17,37.5,17,18.8,-1.8,0.4,4,-1.8,0.781818181818182,0.4,0.545454545454545,18.8,18.5,23.9,-5.4,0.2,2,-5.4,-3.23636363636364,0.2,0.254545454545455,18.7,-1.5,-5.1,5.8,0.2,0.2,0.290909090909091,3.6,4.01818181818182
2006,12,"MIN","ARI",-6,31,26,"MIN","ARI",-6,6,"MIN","ARI",31,26,5,-5,37.5,16.7,18.2,-1.5,0.4,4,-1.5,-3.21818181818182,0.4,0.254545454545455,31.2,16.1,23.3,-7.2,0.2,2,-7.2,-8,0.2,0.2,6.3,0.599999999999998,-5.1,7.6,0.2,0.2,0.0545454545454545,5.7,4.78181818181818
2006,12,"ATL","NOR",-3,13,31,"NOR","NOR",3,-3,"NOR","ATL",31,13,18,-18,61.1,24.5,22.8,1.7,0.6,6,1.7,-1.23636363636364,0.6,0.454545454545455,43.8,19,20.5,-1.5,0.5,5,-1.5,-4.96363636363636,0.5,0.363636363636364,17.3,5.5,2.3,2.1,0.1,0.1,0.0909090909090909,3.2,3.72727272727273
2006,12,"NWE","CHI",-3.5,17,13,"NWE","NWE",-3.5,3.5,"NWE","CHI",17,13,4,-4,73.7,23.6,13.1,10.5,0.7,7,10.5,12.7818181818182,0.7,0.636363636363636,78.9,28.2,12,16.2,0.9,9,16.2,13.0727272727273,0.9,0.854545454545454,-5.2,-4.6,1.1,-15.5,-0.2,-0.2,-0.218181818181818,-5.7,-0.290909090909091
2006,12,"TEN","NYG",3.5,24,21,"TEN","TEN",-3.5,3.5,"NYG","TEN",21,24,-3,3,47.1,22.4,20.8,1.6,0.6,6,1.6,-0.145454545454545,0.6,0.581818181818182,50,17.7,25.6,-7.9,0.3,3,-7.9,-4,0.3,0.418181818181818,-2.9,4.7,-4.8,8.5,0.3,0.3,0.163636363636364,9.5,3.85454545454545
2006,12,"NYJ","HOU",-5.5,26,11,"NYJ","NYJ",-5.5,5.5,"NYJ","HOU",26,11,15,-15,58.8,17.7,21.7,-4,0.5,5,-4,-4.76363636363636,0.5,0.472727272727273,37.5,16.5,23,-6.5,0.3,3,-6.5,-3.43636363636364,0.3,0.345454545454545,21.3,1.2,-1.3,7,0.2,0.2,0.127272727272727,2.5,-1.32727272727273
2006,12,"SDG","OAK",-13,21,14,"SDG","OAK",13,-13,"OAK","SDG",14,21,-7,7,12.5,11.8,19.8,-8,0.2,2,-8,-4.78181818181818,0.2,0.236363636363636,82.4,33.2,20.2,13,0.8,8,13,10.1272727272727,0.8,0.836363636363636,-69.9,-21.4,-0.399999999999999,-12.8,-0.6,-0.6,-0.6,-21,-14.9090909090909
2006,12,"IND","PHI",-9.5,45,21,"IND","IND",9.5,-9.5,"PHI","IND",21,45,-24,24,61.1,24.6,19.4,5.2,0.5,5,5.2,2.72727272727273,0.5,0.4,80,26.3,21,5.3,0.9,9,5.3,3.29090909090909,0.9,0.818181818181818,-18.9,-1.7,-1.6,-4.8,-0.4,-0.4,-0.418181818181818,-0.0999999999999996,-0.563636363636364
2006,12,"BAL","PIT",-3,27,0,"BAL","BAL",3,-3,"PIT","BAL",0,27,-27,27,50,23.9,22.7,1.2,0.4,4,1.2,1.21818181818182,0.4,0.454545454545455,76.5,22.2,14.7,7.5,0.8,8,7.5,5.67272727272727,0.8,0.8,-26.5,1.7,8,-7.1,-0.4,-0.4,-0.345454545454546,-6.3,-4.45454545454546
2006,12,"SDG","OAK",-13,21,14,"SDG","OAK",-13,13,"SDG","OAK",21,14,7,-7,82.4,33.2,20.2,13,0.8,8,13,10.1272727272727,0.8,0.836363636363636,12.5,11.8,19.8,-8,0.2,2,-8,-4.78181818181818,0.2,0.236363636363636,69.9,21.4,0.399999999999999,8.8,0.6,0.6,0.6,21,14.9090909090909
2006,12,"SEA","GNB",-10,34,24,"SEA","na",-10,10,"SEA","GNB",34,24,10,-10,55.6,20.3,21.9,-1.6,0.6,6,-1.6,-2.25454545454545,0.6,0.509090909090909,50,18.5,25.2,-6.7,0.4,4,-6.7,-6.38181818181818,0.4,0.454545454545455,5.6,1.8,-3.3,7.3,0.2,0.2,0.0545454545454545,5.1,4.12727272727273
2006,12,"STL","SFO",-4.5,20,17,"STL","SFO",4.5,-4.5,"SFO","STL",17,20,-3,3,43.8,18.2,26.5,-8.3,0.5,5,-8.3,-6.50909090909091,0.5,0.618181818181818,50,20.2,23.6,-3.4,0.4,4,-3.4,-6.30909090909091,0.4,0.236363636363636,-6.2,-2,2.9,3.9,0.1,0.1,0.381818181818182,-4.9,-0.199999999999999
2006,12,"STL","SFO",-4.5,20,17,"STL","SFO",-4.5,4.5,"STL","SFO",20,17,3,-3,50,20.2,23.6,-3.4,0.4,4,-3.4,-6.30909090909091,0.4,0.236363636363636,43.8,18.2,26.5,-8.3,0.5,5,-8.3,-6.50909090909091,0.5,0.618181818181818,6.2,2,-2.9,8.7,-0.1,-0.1,-0.381818181818182,4.9,0.199999999999999
2006,12,"DAL","TAM",-11,38,10,"DAL","DAL",11,-11,"TAM","DAL",10,38,-28,28,25,13.2,21.4,-8.2,0.3,3,-8.2,-6.90909090909091,0.3,0.381818181818182,52.9,27.1,18.8,8.3,0.6,6,8.3,8.47272727272727,0.6,0.654545454545455,-27.9,-13.9,2.6,-8,-0.3,-0.3,-0.272727272727273,-16.5,-15.3818181818182
2006,12,"TEN","NYG",3.5,24,21,"TEN","TEN",3.5,-3.5,"TEN","NYG",24,21,3,-3,50,17.7,25.6,-7.9,0.3,3,-7.9,-4,0.3,0.418181818181818,47.1,22.4,20.8,1.6,0.6,6,1.6,-0.145454545454545,0.6,0.581818181818182,2.9,-4.7,4.8,-1.3,-0.3,-0.3,-0.163636363636364,-9.5,-3.85454545454545
2006,12,"WAS","CAR",6,17,13,"WAS","WAS",6,-6,"WAS","CAR",17,13,4,-4,31.2,18.2,23.7,-5.5,0.3,3,-5.5,-6.96363636363636,0.3,0.272727272727273,50,17.6,17.3,0.300000000000001,0.6,6,0.3,2.49090909090909,0.6,0.672727272727273,-18.8,0.599999999999998,6.4,-7.21644966006352e-16,-0.3,-0.3,-0.4,-5.8,-9.45454545454546
2006,13,"STL","ARI",-6.5,20,34,"ARI","ARI",6.5,-6.5,"ARI","STL",34,20,14,-14,31.2,17,24,-7,0.181818181818182,1,-8.4,-7.6,0.1,0.163636363636364,50,20.1818181818182,23,-2.81818181818182,0.454545454545455,4,-3.9,-5.14545454545455,0.4,0.345454545454545,-18.8,-3.18181818181818,1,3,-0.272727272727273,-0.3,-0.181818181818182,-4.5,-2.45454545454545
2006,13,"WAS","ATL",-1.5,14,24,"ATL","ATL",1.5,-1.5,"ATL","WAS",24,14,10,-10,43.8,18.4545454545455,21.4545454545455,-3,0.454545454545455,4,-4.7,-7.96363636363636,0.4,0.272727272727273,31.2,18.0909090909091,22.7272727272727,-4.63636363636364,0.363636363636364,4,-4.8,-5.23636363636364,0.4,0.4,12.6,0.363636363636363,-1.27272727272727,5.09090909090909,0.0909090909090909,0,-0.127272727272727,0.0999999999999996,-2.72727272727273
2006,13,"CIN","BAL",-2.5,13,7,"CIN","CIN",2.5,-2.5,"BAL","CIN",7,13,-6,6,76.5,22.6363636363636,13.3636363636364,9.27272727272727,0.818181818181818,8,7.5,9.21818181818182,0.8,0.836363636363636,50,25.1818181818182,21.1818181818182,4,0.545454545454545,5,3.1,5.2,0.5,0.490909090909091,26.5,-2.54545454545455,-7.81818181818182,-3.18181818181818,0.272727272727273,0.3,0.345454545454545,4.4,4.01818181818182
2006,13,"BUF","SDG",5.5,21,24,"SDG","BUF",5.5,-5.5,"BUF","SDG",21,24,-3,3,43.8,17.3636363636364,20.4545454545455,-3.09090909090909,0.454545454545455,5,-3.2,-2.23636363636364,0.5,0.545454545454545,82.4,32.0909090909091,19.6363636363636,12.4545454545455,0.818181818181818,8,11,9.03636363636364,0.8,0.872727272727273,-38.6,-14.7272727272727,0.818181818181817,-12,-0.363636363636364,-0.3,-0.327272727272727,-14.2,-11.2727272727273
2006,13,"PHI","CAR",3,27,24,"PHI","PHI",-3,3,"CAR","PHI",24,27,-3,3,50,17.1818181818182,17.2727272727273,-0.0909090909090899,0.545454545454545,6,1.3,1.70909090909091,0.6,0.563636363636364,61.1,24.2727272727273,21.7272727272727,2.54545454545455,0.454545454545455,4,1.4,-2.58181818181818,0.4,0.309090909090909,-11.1,-7.09090909090909,-4.45454545454545,-2,0.0909090909090909,0.2,0.254545454545455,-0.0999999999999999,4.29090909090909
2006,13,"CHI","MIN",-9,23,13,"CHI","CHI",-9,9,"CHI","MIN",23,13,10,-10,78.9,26.8181818181818,12.4545454545455,14.3636363636364,0.818181818181818,8,13.2,9.4,0.8,0.690909090909091,37.5,18,18.9090909090909,-0.90909090909091,0.454545454545455,4,-1.3,-2.03636363636364,0.4,0.363636363636364,41.4,8.81818181818182,-6.45454545454546,1.72727272727273,0.363636363636364,0.4,0.327272727272727,14.5,11.4363636363636
2006,13,"CIN","BAL",-2.5,13,7,"CIN","CIN",-2.5,2.5,"CIN","BAL",13,7,6,-6,50,25.1818181818182,21.1818181818182,4,0.545454545454545,5,3.1,5.2,0.5,0.490909090909091,76.5,22.6363636363636,13.3636363636364,9.27272727272727,0.818181818181818,8,7.5,9.21818181818182,0.8,0.836363636363636,-26.5,2.54545454545455,7.81818181818182,-8.72727272727273,-0.272727272727273,-0.3,-0.345454545454545,-4.4,-4.01818181818182
2006,13,"CLE","KAN",5,31,28,"CLE","CLE",5,-5,"CLE","KAN",31,28,3,-3,25,15.4545454545455,21.6363636363636,-6.18181818181818,0.272727272727273,3,-6.3,-7.32727272727273,0.3,0.309090909090909,52.9,20.8181818181818,18.6363636363636,2.18181818181818,0.636363636363636,7,3.7,3.50909090909091,0.7,0.763636363636364,-27.9,-5.36363636363636,3,-1.90909090909091,-0.363636363636364,-0.4,-0.454545454545455,-10,-10.8363636363636
2006,13,"NYG","DAL",3.5,20,23,"DAL","NYG",-3.5,3.5,"DAL","NYG",23,20,3,-3,52.9,28.0909090909091,18,10.0909090909091,0.636363636363636,7,11.8,12.0545454545455,0.7,0.727272727272727,47.1,22.2727272727273,21.0909090909091,1.18181818181818,0.545454545454545,6,1.8,-0.981818181818182,0.6,0.472727272727273,5.8,5.81818181818182,-3.09090909090909,-0.545454545454547,0.0909090909090909,0.1,0.254545454545455,10,13.0363636363636
2006,13,"DEN","SEA",-4,20,23,"SEA","SEA",-4,4,"DEN","SEA",20,23,-3,3,56.2,17.7272727272727,15,2.72727272727273,0.636363636363636,7,3.8,1.30909090909091,0.7,0.545454545454545,55.6,21.5454545454545,22.0909090909091,-0.545454545454543,0.636363636363636,6,-0.9,-0.145454545454545,0.6,0.581818181818182,0.600000000000001,-3.81818181818182,-7.09090909090909,1.18181818181818,0,0.1,-0.0363636363636364,4.7,1.45454545454545
2006,13,"NWE","DET",-13.5,28,21,"NWE","DET",13.5,-13.5,"DET","NWE",21,28,-7,7,18.8,17.7272727272727,24.1818181818182,-6.45454545454546,0.181818181818182,2,-6.8,-5.34545454545455,0.2,0.218181818181818,73.7,23,13.0909090909091,9.90909090909091,0.727272727272727,7,10.7,11.6,0.7,0.690909090909091,-54.9,-5.27272727272727,11.0909090909091,-9.72727272727273,-0.545454545454545,-0.5,-0.472727272727273,-17.5,-16.9454545454545
