"season","week","tm","result","pts","to","tm_home","tm_away","pts_home","pts_away"
2003,3,"TAM","W",31,1,"ATL","TAM",10,31
2003,3,"TEN","W",27,1,"TEN","NOR",27,12
2003,3,"WAS","L",21,1,"WAS","NYG",21,24
2003,4,"ARI","L",13,3,"STL","ARI",37,13
2003,4,"ATL","L",3,1,"CAR","ATL",23,3
2003,4,"BAL","L",10,4,"BAL","KAN",10,17
2003,4,"BUF","L",13,1,"BUF","PHI",13,23
2003,4,"CAR","W",23,1,"CAR","ATL",23,3
2003,4,"CHI","L",23,2,"CHI","GNB",23,38
2003,4,"CIN","W",21,NA,"CLE","CIN",14,21
2003,4,"CLE","L",14,1,"CLE","CIN",14,21
2003,4,"DAL","W",17,1,"NYJ","DAL",6,17
2003,4,"DEN","W",20,1,"DEN","DET",20,16
2003,4,"DET","L",16,NA,"DEN","DET",20,16
2003,4,"GNB","W",38,1,"CHI","GNB",23,38
2003,4,"HOU","W",24,4,"HOU","JAX",24,20
2003,4,"IND","W",55,NA,"NOR","IND",21,55
2003,4,"JAX","L",20,5,"HOU","JAX",24,20
2003,4,"KAN","W",17,NA,"BAL","KAN",10,17
2003,4,"MIN","W",35,NA,"MIN","SFO",35,7
2003,4,"NOR","L",21,4,"NOR","IND",21,55
2003,4,"NWE","L",17,4,"WAS","NWE",20,17
2003,4,"NYJ","L",6,2,"NYJ","DAL",6,17
2003,4,"OAK","W",34,2,"OAK","SDG",34,31
2003,4,"PHI","W",23,NA,"BUF","PHI",13,23
2003,4,"PIT","L",13,2,"PIT","TEN",13,30
2003,4,"SDG","L",31,1,"OAK","SDG",34,31
2003,4,"SFO","L",7,3,"MIN","SFO",35,7
2003,4,"STL","W",37,1,"STL","ARI",37,13
2003,4,"TEN","W",30,NA,"PIT","TEN",13,30
2003,4,"WAS","W",20,NA,"WAS","NWE",20,17
2003,5,"ARI","L",7,2,"DAL","ARI",24,7
2003,5,"ATL","L",26,3,"ATL","MIN",26,39
2003,5,"BUF","W",22,NA,"BUF","CIN",22,16
2003,5,"CAR","W",19,1,"CAR","NOR",19,13
2003,5,"CHI","W",24,3,"CHI","OAK",24,21
2003,5,"CIN","L",16,2,"BUF","CIN",22,16
2003,5,"CLE","W",33,2,"PIT","CLE",13,33
2003,5,"DAL","W",24,1,"DAL","ARI",24,7
2003,5,"DEN","L",23,1,"KAN","DEN",24,23
2003,5,"DET","L",17,2,"SFO","DET",24,17
2003,5,"GNB","W",35,NA,"GNB","SEA",35,13
2003,5,"IND","W",38,2,"TAM","IND",35,38
2003,5,"JAX","W",27,1,"JAX","SDG",27,21
2003,5,"KAN","W",24,2,"KAN","DEN",24,23
2003,5,"MIA","W",23,1,"NYG","MIA",10,23
2003,5,"MIN","W",39,1,"ATL","MIN",26,39
2003,5,"NOR","L",13,1,"CAR","NOR",19,13
2003,5,"NWE","W",38,NA,"NWE","TEN",38,30
2003,5,"NYG","L",10,4,"NYG","MIA",10,23
2003,5,"OAK","L",21,2,"CHI","OAK",24,21
2003,5,"PHI","W",27,2,"PHI","WAS",27,25
2003,5,"PIT","L",13,3,"PIT","CLE",13,33
2003,5,"SDG","L",21,2,"JAX","SDG",27,21
2003,5,"SEA","L",13,2,"GNB","SEA",35,13
2003,5,"SFO","W",24,1,"SFO","DET",24,17
2003,5,"TAM","L",35,1,"TAM","IND",35,38
2003,5,"TEN","L",30,1,"NWE","TEN",38,30
2003,5,"WAS","L",25,2,"PHI","WAS",27,25
2003,6,"ARI","L",18,3,"ARI","BAL",18,26
2003,6,"ATL","L",0,4,"STL","ATL",36,0
2003,6,"BAL","W",26,NA,"ARI","BAL",18,26
2003,6,"BUF","L",3,4,"NYJ","BUF",30,3
2003,6,"CAR","W",23,2,"IND","CAR",20,23
2003,6,"CHI","L",13,2,"NOR","CHI",20,13
2003,6,"CLE","W",13,1,"CLE","OAK",13,7
2003,6,"DAL","W",23,1,"DAL","PHI",23,21
2003,6,"DEN","W",17,3,"DEN","PIT",17,14
2003,6,"GNB","L",34,2,"GNB","KAN",34,40
2003,6,"HOU","L",17,3,"TEN","HOU",38,17
2003,6,"IND","L",20,3,"IND","CAR",20,23
2003,6,"JAX","L",10,5,"JAX","MIA",10,24
2003,6,"KAN","W",40,NA,"GNB","KAN",34,40
2003,6,"MIA","W",24,2,"JAX","MIA",10,24
2003,6,"NOR","W",20,NA,"NOR","CHI",20,13
2003,6,"NWE","W",17,NA,"NWE","NYG",17,6
2003,6,"NYG","L",6,5,"NWE","NYG",17,6
2003,6,"NYJ","W",30,NA,"NYJ","BUF",30,3
2003,6,"OAK","L",7,NA,"CLE","OAK",13,7
2003,6,"PHI","L",21,1,"DAL","PHI",23,21
2003,6,"PIT","L",14,1,"DEN","PIT",17,14
2003,6,"SEA","W",20,1,"SEA","SFO",20,19
2003,6,"SFO","L",19,1,"SEA","SFO",20,19
2003,6,"STL","W",36,3,"STL","ATL",36,0
2003,6,"TAM","W",35,NA,"WAS","TAM",13,35
2003,6,"TEN","W",38,1,"TEN","HOU",38,17
2003,6,"WAS","L",13,3,"WAS","TAM",13,35
2003,7,"ATL","L",17,1,"ATL","NOR",17,45
2003,7,"BAL","L",26,3,"CIN","BAL",34,26
2003,7,"BUF","W",24,2,"BUF","WAS",24,7
2003,7,"CAR","L",17,4,"CAR","TEN",17,37
2003,7,"CHI","L",17,2,"SEA","CHI",24,17
2003,7,"CIN","W",34,NA,"CIN","BAL",34,26
2003,7,"CLE","L",20,2,"CLE","SDG",20,26
2003,7,"DAL","W",38,1,"DET","DAL",7,38
2003,7,"DEN","L",20,3,"MIN","DEN",28,20
2003,7,"DET","L",7,4,"DET","DAL",7,38
2003,7,"GNB","L",24,4,"STL","GNB",34,24
2003,7,"HOU","L",14,NA,"HOU","NYJ",14,19
2003,7,"KAN","W",17,1,"OAK","KAN",10,17
2003,7,"MIA","L",13,3,"MIA","NWE",13,19
2003,7,"MIN","W",28,NA,"MIN","DEN",28,20
2003,7,"NOR","W",45,1,"ATL","NOR",17,45
2003,7,"NWE","W",19,2,"MIA","NWE",13,19
2003,7,"NYG","L",10,2,"NYG","PHI",10,14
2003,7,"NYJ","W",19,NA,"HOU","NYJ",14,19
2003,7,"OAK","L",10,3,"OAK","KAN",10,17
2003,7,"PHI","W",14,2,"NYG","PHI",10,14
2003,7,"SDG","W",26,2,"CLE","SDG",20,26
2003,7,"SEA","W",24,2,"SEA","CHI",24,17
2003,7,"SFO","W",24,2,"SFO","TAM",24,7
2003,7,"STL","W",34,2,"STL","GNB",34,24
2003,7,"TAM","L",7,4,"SFO","TAM",24,7
2003,7,"TEN","W",37,NA,"CAR","TEN",17,37
2003,7,"WAS","L",7,1,"BUF","WAS",24,7
2003,8,"ARI","W",16,1,"ARI","SFO",16,13
2003,8,"BAL","W",26,NA,"BAL","DEN",26,6
2003,8,"BUF","L",5,7,"KAN","BUF",38,5
2003,8,"CAR","W",23,NA,"NOR","CAR",20,23
2003,8,"CHI","W",24,NA,"CHI","DET",24,16
2003,8,"CIN","W",27,NA,"CIN","SEA",27,24
2003,8,"CLE","L",3,1,"NWE","CLE",9,3
2003,8,"DAL","L",0,3,"TAM","DAL",16,0
2003,8,"DEN","L",6,2,"BAL","DEN",26,6
2003,8,"DET","L",16,2,"CHI","DET",24,16
2003,8,"HOU","L",21,2,"IND","HOU",30,21
2003,8,"IND","W",30,1,"IND","HOU",30,21
2003,8,"JAX","L",17,3,"JAX","TEN",17,30
2003,8,"KAN","W",38,NA,"KAN","BUF",38,5
2003,8,"MIA","W",26,1,"SDG","MIA",10,26
2003,8,"MIN","L",17,2,"MIN","NYG",17,29
2003,8,"NOR","L",20,3,"NOR","CAR",20,23
2003,8,"NWE","W",9,NA,"NWE","CLE",9,3
2003,8,"NYG","W",29,1,"MIN","NYG",17,29
2003,8,"NYJ","L",17,2,"PHI","NYJ",24,17
2003,8,"PHI","W",24,2,"PHI","NYJ",24,17
2003,8,"PIT","L",21,4,"PIT","STL",21,33
2003,8,"SDG","L",10,3,"SDG","MIA",10,26
2003,8,"SEA","L",24,5,"CIN","SEA",27,24
2003,8,"SFO","L",13,1,"ARI","SFO",16,13
2003,8,"STL","W",33,NA,"PIT","STL",21,33
2003,8,"TAM","W",16,NA,"TAM","DAL",16,0
2003,8,"TEN","W",30,1,"JAX","TEN",17,30
2003,9,"ARI","W",17,1,"ARI","CIN",17,14
2003,9,"ATL","L",16,2,"ATL","PHI",16,23
2003,9,"BAL","W",24,2,"BAL","JAX",24,17
2003,9,"CAR","L",10,1,"HOU","CAR",14,10
2003,9,"CHI","W",20,1,"CHI","SDG",20,7
2003,9,"CIN","L",14,2,"ARI","CIN",17,14
2003,9,"DAL","W",21,4,"DAL","WAS",21,14
2003,9,"DEN","L",26,1,"DEN","NWE",26,30
2003,9,"DET","W",23,2,"DET","OAK",23,13
2003,9,"GNB","W",30,1,"MIN","GNB",27,30
2003,9,"HOU","W",14,NA,"HOU","CAR",14,10
2003,9,"IND","W",23,2,"MIA","IND",17,23
2003,9,"JAX","L",17,3,"BAL","JAX",24,17
2003,9,"MIA","L",17,2,"MIA","IND",17,23
2003,9,"MIN","L",27,NA,"MIN","GNB",27,30
2003,9,"NOR","W",17,1,"TAM","NOR",14,17
2003,9,"NWE","W",30,2,"DEN","NWE",26,30
2003,9,"NYG","W",31,NA,"NYJ","NYG",28,31
2003,9,"NYJ","L",28,4,"NYJ","NYG",28,31
2003,9,"OAK","L",13,4,"DET","OAK",23,13
2003,9,"PHI","W",23,NA,"ATL","PHI",16,23
2003,9,"PIT","L",16,NA,"SEA","PIT",23,16
2003,9,"SDG","L",7,1,"CHI","SDG",20,7
2003,9,"SEA","W",23,NA,"SEA","PIT",23,16
2003,9,"SFO","W",30,2,"SFO","STL",30,10
2003,9,"STL","L",10,3,"SFO","STL",30,10
2003,9,"TAM","L",14,6,"TAM","NOR",14,17
2003,9,"WAS","L",14,NA,"DAL","WAS",21,14
2003,10,"ARI","L",15,1,"PIT","ARI",28,15
2003,10,"ATL","W",27,NA,"NYG","ATL",7,27
2003,10,"BAL","L",22,7,"STL","BAL",33,22
2003,10,"BUF","L",6,2,"DAL","BUF",10,6
2003,10,"CAR","W",27,2,"CAR","TAM",27,24
2003,10,"CHI","L",10,1,"DET","CHI",12,10
2003,10,"CIN","W",34,1,"CIN","HOU",34,27
2003,10,"CLE","L",20,2,"KAN","CLE",41,20
2003,10,"DAL","W",10,NA,"DAL","BUF",10,6
2003,10,"DET","W",12,NA,"DET","CHI",12,10
2003,10,"GNB","L",14,3,"GNB","PHI",14,17
2003,10,"HOU","L",27,1,"CIN","HOU",34,27
2003,10,"IND","L",23,2,"JAX","IND",28,23
2003,10,"JAX","W",28,2,"JAX","IND",28,23
2003,10,"KAN","W",41,2,"KAN","CLE",41,20
2003,10,"MIA","L",7,5,"TEN","MIA",31,7
2003,10,"MIN","L",28,2,"SDG","MIN",42,28
2003,10,"NYG","L",7,4,"NYG","ATL",7,27
2003,10,"NYJ","W",27,NA,"OAK","NYJ",24,27
2003,10,"OAK","L",24,1,"OAK","NYJ",24,27
2003,10,"PHI","W",17,NA,"GNB","PHI",14,17
2003,10,"PIT","W",28,1,"PIT","ARI",28,15
2003,10,"SDG","W",42,NA,"SDG","MIN",42,28
2003,10,"SEA","L",20,3,"WAS","SEA",27,20
2003,10,"STL","W",33,4,"STL","BAL",33,22
2003,10,"TAM","L",24,1,"CAR","TAM",27,24
2003,10,"TEN","W",31,NA,"TEN","MIA",31,7
2003,10,"WAS","W",27,2,"WAS","SEA",27,20
2003,11,"ARI","L",6,4,"CLE","ARI",44,6
2003,11,"ATL","L",20,3,"NOR","ATL",23,20
2003,11,"BAL","L",6,3,"MIA","BAL",9,6
2003,11,"BUF","L",10,1,"BUF","HOU",10,12
2003,11,"CAR","W",20,4,"CAR","WAS",20,17
2003,11,"CHI","L",21,2,"CHI","STL",21,23
2003,11,"CIN","W",24,NA,"CIN","KAN",24,19
2003,11,"CLE","W",44,NA,"CLE","ARI",44,6
2003,11,"DAL","L",0,3,"NWE","DAL",12,0
2003,11,"DEN","W",37,3,"DEN","SDG",37,8
2003,11,"DET","L",14,2,"SEA","DET",35,14
2003,11,"GNB","W",20,1,"TAM","GNB",13,20
2003,11,"HOU","W",12,1,"BUF","HOU",10,12
2003,11,"IND","W",38,NA,"IND","NYJ",38,31
2003,11,"JAX","L",3,2,"TEN","JAX",10,3
2003,11,"KAN","L",19,NA,"CIN","KAN",24,19
2003,11,"MIA","W",9,1,"MIA","BAL",9,6
2003,11,"MIN","L",18,6,"OAK","MIN",28,18
2003,11,"NOR","W",23,4,"NOR","ATL",23,20
2003,11,"NWE","W",12,1,"NWE","DAL",12,0
2003,11,"NYG","L",10,1,"PHI","NYG",28,10
2003,11,"NYJ","L",31,NA,"IND","NYJ",38,31
2003,11,"OAK","W",28,2,"OAK","MIN",28,18
2003,11,"PHI","W",28,1,"PHI","NYG",28,10
2003,11,"PIT","L",14,2,"SFO","PIT",30,14
2003,11,"SDG","L",8,4,"DEN","SDG",37,8
2003,11,"SEA","W",35,NA,"SEA","DET",35,14
2003,11,"SFO","W",30,NA,"SFO","PIT",30,14
2003,11,"STL","W",23,3,"CHI","STL",21,23
2003,11,"TAM","L",13,3,"TAM","GNB",13,20
2003,11,"TEN","W",10,3,"TEN","JAX",10,3
2003,11,"WAS","L",17,2,"CAR","WAS",20,17
2003,12,"ARI","L",27,2,"ARI","STL",27,30
2003,12,"ATL","L",31,2,"ATL","TEN",31,38
2003,12,"BAL","W",44,2,"BAL","SEA",44,41
2003,12,"BUF","L",14,1,"BUF","IND",14,17
2003,12,"CAR","L",20,2,"DAL","CAR",24,20
2003,12,"CHI","W",19,NA,"DEN","CHI",10,19
2003,12,"CIN","W",34,1,"SDG","CIN",27,34
2003,12,"CLE","L",6,5,"CLE","PIT",6,13
2003,12,"DAL","W",24,1,"DAL","CAR",24,20
2003,12,"DEN","L",10,NA,"DEN","CHI",10,19
2003,12,"DET","L",14,4,"MIN","DET",24,14
2003,12,"GNB","W",20,3,"GNB","SFO",20,10
2003,12,"HOU","L",20,2,"HOU","NWE",20,23
2003,12,"IND","W",17,1,"BUF","IND",14,17
2003,12,"JAX","L",10,2,"NYJ","JAX",13,10
2003,12,"KAN","W",27,NA,"KAN","OAK",27,24
2003,12,"MIA","W",24,3,"MIA","WAS",24,23
2003,12,"MIN","W",24,2,"MIN","DET",24,14
2003,12,"NOR","L",20,3,"PHI","NOR",33,20
2003,12,"NWE","W",23,3,"HOU","NWE",20,23
2003,12,"NYG","L",13,4,"TAM","NYG",19,13
2003,12,"NYJ","W",13,1,"NYJ","JAX",13,10
2003,12,"OAK","L",24,NA,"KAN","OAK",27,24
2003,12,"PHI","W",33,NA,"PHI","NOR",33,20
2003,12,"PIT","W",13,NA,"CLE","PIT",6,13
2003,12,"SDG","L",27,NA,"SDG","CIN",27,34
2003,12,"SEA","L",41,3,"BAL","SEA",44,41
2003,12,"SFO","L",10,1,"GNB","SFO",20,10
2003,12,"STL","W",30,5,"ARI","STL",27,30
2003,12,"TAM","W",19,3,"TAM","NYG",19,13
2003,12,"TEN","W",38,1,"ATL","TEN",31,38
2003,12,"WAS","L",23,2,"MIA","WAS",24,23
2003,13,"ARI","L",3,3,"CHI","ARI",28,3
2003,13,"ATL","L",13,1,"HOU","ATL",17,13
2003,13,"BAL","W",44,2,"BAL","SFO",44,6
2003,13,"BUF","W",24,NA,"NYG","BUF",7,24
2003,13,"CAR","L",16,1,"CAR","PHI",16,25
2003,13,"CHI","W",28,1,"CHI","ARI",28,3
2003,13,"CIN","W",24,NA,"PIT","CIN",20,24
2003,13,"CLE","L",7,3,"SEA","CLE",34,7
2003,13,"DAL","L",21,5,"DAL","MIA",21,40
2003,13,"DEN","W",22,1,"OAK","DEN",8,22
2003,13,"DET","W",22,1,"DET","GNB",22,14
2003,13,"GNB","L",14,5,"DET","GNB",22,14
2003,13,"HOU","W",17,1,"HOU","ATL",17,13
2003,13,"IND","L",34,2,"IND","NWE",34,38
2003,13,"JAX","W",17,1,"JAX","TAM",17,10
2003,13,"KAN","W",28,2,"SDG","KAN",24,28
2003,13,"MIA","W",40,1,"DAL","MIA",21,40
2003,13,"MIN","L",17,3,"STL","MIN",48,17
2003,13,"NOR","W",24,NA,"WAS","NOR",20,24
2003,13,"NWE","W",38,3,"IND","NWE",34,38
2003,13,"NYG","L",7,1,"NYG","BUF",7,24
2003,13,"NYJ","W",24,2,"NYJ","TEN",24,17
2003,13,"OAK","L",8,3,"OAK","DEN",8,22
2003,13,"PHI","W",25,2,"CAR","PHI",16,25
2003,13,"PIT","L",20,2,"PIT","CIN",20,24
2003,13,"SDG","L",24,3,"SDG","KAN",24,28
2003,13,"SEA","W",34,1,"SEA","CLE",34,7
2003,13,"SFO","L",6,4,"BAL","SFO",44,6
2003,13,"STL","W",48,1,"STL","MIN",48,17
2003,13,"TAM","L",10,1,"JAX","TAM",17,10
2003,13,"TEN","L",17,2,"NYJ","TEN",24,17
2003,13,"WAS","L",20,3,"WAS","NOR",20,24
2003,14,"ARI","L",14,2,"SFO","ARI",50,14
2003,14,"ATL","W",20,2,"ATL","CAR",20,14
2003,14,"BAL","W",31,3,"BAL","CIN",31,13
2003,14,"BUF","W",17,2,"BUF","NYJ",17,6
2003,14,"CAR","L",14,3,"ATL","CAR",20,14
2003,14,"CHI","L",21,5,"GNB","CHI",34,21
2003,14,"CIN","L",13,5,"BAL","CIN",31,13
2003,14,"CLE","L",20,4,"CLE","STL",20,26
2003,14,"DAL","L",10,2,"PHI","DAL",36,10
2003,14,"DEN","W",45,NA,"DEN","KAN",45,27
2003,14,"DET","L",7,NA,"DET","SDG",7,14
2003,14,"GNB","W",34,1,"GNB","CHI",34,21
2003,14,"HOU","L",0,3,"JAX","HOU",27,0
2003,14,"IND","W",29,NA,"TEN","IND",27,29
2003,14,"JAX","W",27,NA,"JAX","HOU",27,0
2003,14,"KAN","L",27,NA,"DEN","KAN",45,27
2003,14,"MIA","L",0,3,"NWE","MIA",12,0
2003,14,"MIN","W",34,NA,"MIN","SEA",34,7
2003,14,"NOR","L",7,3,"NOR","TAM",7,14
2003,14,"NWE","W",12,1,"NWE","MIA",12,0
2003,14,"NYG","L",7,3,"NYG","WAS",7,20
2003,14,"NYJ","L",6,1,"BUF","NYJ",17,6
2003,14,"OAK","L",7,3,"PIT","OAK",27,7
2003,14,"PHI","W",36,NA,"PHI","DAL",36,10
2003,14,"PIT","W",27,2,"PIT","OAK",27,7
2003,14,"SDG","W",14,2,"DET","SDG",7,14
2003,14,"SEA","L",7,3,"MIN","SEA",34,7
2003,14,"SFO","W",50,1,"SFO","ARI",50,14
2003,14,"STL","W",26,1,"CLE","STL",20,26
2003,14,"TAM","W",14,1,"NOR","TAM",7,14
2003,14,"TEN","L",27,4,"TEN","IND",27,29
2003,14,"WAS","W",20,NA,"NYG","WAS",7,20
2003,15,"ARI","L",17,2,"ARI","CAR",17,20
2003,15,"ATL","L",7,2,"IND","ATL",38,7
2003,15,"BAL","L",12,3,"OAK","BAL",20,12
2003,15,"BUF","L",26,1,"TEN","BUF",28,26
2003,15,"CAR","W",20,2,"ARI","CAR",17,20
2003,15,"CHI","W",13,NA,"CHI","MIN",13,10
2003,15,"CIN","W",41,NA,"CIN","SFO",41,38
2003,15,"CLE","L",20,1,"DEN","CLE",23,20
2003,15,"DAL","W",27,1,"WAS","DAL",0,27
2003,15,"DEN","W",23,1,"DEN","CLE",23,20
2003,15,"DET","L",17,2,"KAN","DET",45,17
2003,15,"GNB","W",38,1,"SDG","GNB",21,38
2003,15,"HOU","L",3,NA,"TAM","HOU",16,3
2003,15,"IND","W",38,2,"IND","ATL",38,7
2003,15,"JAX","L",13,2,"NWE","JAX",27,13
2003,15,"KAN","W",45,NA,"KAN","DET",45,17
2003,15,"MIA","L",27,2,"MIA","PHI",27,34
2003,15,"MIN","L",10,1,"CHI","MIN",13,10
2003,15,"NOR","W",45,1,"NOR","NYG",45,7
2003,15,"NWE","W",27,1,"NWE","JAX",27,13
2003,15,"NYG","L",7,2,"NOR","NYG",45,7
2003,15,"NYJ","W",6,1,"NYJ","PIT",6,0
2003,15,"OAK","W",20,NA,"OAK","BAL",20,12
2003,15,"PHI","W",34,1,"MIA","PHI",27,34
2003,15,"PIT","L",0,NA,"NYJ","PIT",6,0
2003,15,"SDG","L",21,4,"SDG","GNB",21,38
2003,15,"SEA","L",22,1,"STL","SEA",27,22
2003,15,"SFO","L",38,3,"CIN","SFO",41,38
2003,15,"STL","W",27,1,"STL","SEA",27,22
2003,15,"TAM","W",16,NA,"TAM","HOU",16,3
2003,15,"TEN","W",28,1,"TEN","BUF",28,26
2003,15,"WAS","L",0,6,"WAS","DAL",0,27
2003,16,"ARI","L",10,1,"SEA","ARI",28,10
2003,16,"ATL","W",30,1,"TAM","ATL",28,30
2003,16,"BAL","W",35,1,"CLE","BAL",0,35
2003,16,"BUF","L",3,4,"BUF","MIA",3,20
2003,16,"CAR","W",20,2,"CAR","DET",20,14
2003,16,"CHI","W",27,2,"CHI","WAS",27,24
2003,16,"CIN","L",10,3,"STL","CIN",27,10
2003,16,"CLE","L",0,4,"CLE","BAL",0,35
2003,16,"DAL","W",19,NA,"DAL","NYG",19,3
2003,16,"DEN","W",31,1,"IND","DEN",17,31
2003,16,"DET","L",14,1,"CAR","DET",20,14
2003,16,"GNB","W",41,NA,"OAK","GNB",7,41
2003,16,"HOU","L",24,3,"HOU","TEN",24,27
2003,16,"IND","L",17,NA,"IND","DEN",17,31
2003,16,"JAX","W",20,2,"JAX","NOR",20,19
2003,16,"KAN","L",20,4,"MIN","KAN",45,20
2003,16,"MIA","W",20,2,"BUF","MIA",3,20
2003,16,"MIN","W",45,1,"MIN","KAN",45,20
2003,16,"NOR","L",19,1,"JAX","NOR",20,19
2003,16,"NWE","W",21,1,"NYJ","NWE",16,21
2003,16,"NYG","L",3,NA,"DAL","NYG",19,3
2003,16,"NYJ","L",16,5,"NYJ","NWE",16,21
2003,16,"OAK","L",7,3,"OAK","GNB",7,41
2003,16,"PHI","L",28,3,"PHI","SFO",28,31
2003,16,"PIT","W",40,NA,"PIT","SDG",40,24
2003,16,"SDG","L",24,3,"PIT","SDG",40,24
2003,16,"SEA","W",28,4,"SEA","ARI",28,10
2003,16,"SFO","W",31,1,"PHI","SFO",28,31
2003,16,"STL","W",27,1,"STL","CIN",27,10
2003,16,"TAM","L",28,4,"TAM","ATL",28,30
2003,16,"TEN","W",27,1,"HOU","TEN",24,27
2003,16,"WAS","L",24,NA,"CHI","WAS",27,24
2003,17,"ARI","W",18,1,"ARI","MIN",18,17
2003,17,"ATL","W",21,1,"ATL","JAX",21,14
2003,17,"BAL","W",13,2,"BAL","PIT",13,10
2003,17,"BUF","L",0,4,"NWE","BUF",31,0
2003,17,"CAR","W",37,2,"NYG","CAR",24,37
2003,17,"CHI","L",3,2,"KAN","CHI",31,3
2003,17,"CIN","L",14,1,"CIN","CLE",14,22
2003,17,"CLE","W",22,NA,"CIN","CLE",14,22
2003,17,"DAL","L",7,3,"NOR","DAL",13,7
2003,17,"DEN","L",3,3,"GNB","DEN",31,3
2003,17,"DET","W",30,2,"DET","STL",30,20
2003,17,"GNB","W",31,1,"GNB","DEN",31,3
2003,17,"HOU","L",17,1,"HOU","IND",17,20
2003,17,"IND","W",20,2,"HOU","IND",17,20
2003,17,"JAX","L",14,1,"ATL","JAX",21,14
2003,17,"KAN","W",31,1,"KAN","CHI",31,3
2003,17,"MIA","W",23,1,"MIA","NYJ",23,21
2003,17,"MIN","L",17,2,"ARI","MIN",18,17
2003,17,"NOR","W",13,NA,"NOR","DAL",13,7
2003,17,"NWE","W",31,1,"NWE","BUF",31,0
2003,17,"NYG","L",24,5,"NYG","CAR",24,37
2003,17,"NYJ","L",21,NA,"MIA","NYJ",23,21
2003,17,"OAK","L",14,1,"SDG","OAK",21,14
2003,17,"PHI","W",31,NA,"WAS","PHI",7,31
2003,17,"PIT","L",10,5,"BAL","PIT",13,10
2003,17,"SDG","W",21,NA,"SDG","OAK",21,14
2003,17,"SEA","W",24,3,"SFO","SEA",17,24
2003,17,"SFO","L",17,1,"SFO","SEA",17,24
2003,17,"STL","L",20,3,"DET","STL",30,20
2003,17,"TAM","L",13,4,"TEN","TAM",33,13
2003,17,"TEN","W",33,1,"TEN","TAM",33,13
2003,17,"WAS","L",7,2,"WAS","PHI",7,31
2004,1,"ARI","L",10,NA,"STL","ARI",17,10
2004,1,"ATL","W",21,1,"SFO","ATL",19,21
2004,1,"BAL","L",3,3,"CLE","BAL",20,3
2004,1,"BUF","L",10,2,"BUF","JAX",10,13
2004,1,"CAR","L",14,2,"CAR","GNB",14,24
2004,1,"CHI","L",16,4,"CHI","DET",16,20
2004,1,"CIN","L",24,2,"NYJ","CIN",31,24
2004,1,"CLE","W",20,NA,"CLE","BAL",20,3
2004,1,"DAL","L",17,2,"MIN","DAL",35,17
2004,1,"DEN","W",34,3,"DEN","KAN",34,24
2004,1,"DET","W",20,1,"CHI","DET",16,20
2004,1,"GNB","W",24,NA,"CAR","GNB",14,24
2004,1,"HOU","L",20,4,"HOU","SDG",20,27
2004,1,"IND","L",24,3,"NWE","IND",27,24
2004,1,"JAX","W",13,2,"BUF","JAX",10,13
2004,1,"KAN","L",24,1,"DEN","KAN",34,24
2004,1,"MIA","L",7,3,"MIA","TEN",7,17
2004,1,"MIN","W",35,NA,"MIN","DAL",35,17
2004,1,"NOR","L",7,3,"NOR","SEA",7,21
2004,1,"NWE","W",27,2,"NWE","IND",27,24
2004,1,"NYG","L",17,1,"PHI","NYG",31,17
2004,1,"NYJ","W",31,1,"NYJ","CIN",31,24
2004,1,"OAK","L",21,4,"PIT","OAK",24,21
2004,1,"PHI","W",31,NA,"PHI","NYG",31,17
2004,1,"PIT","W",24,1,"PIT","OAK",24,21
2004,1,"SDG","W",27,NA,"HOU","SDG",20,27
2004,1,"SEA","W",21,2,"NOR","SEA",7,21
2004,1,"SFO","L",19,2,"SFO","ATL",19,21
2004,1,"STL","W",17,3,"STL","ARI",17,10
2004,1,"TAM","L",10,2,"WAS","TAM",16,10
2004,1,"TEN","W",17,1,"MIA","TEN",7,17
2004,1,"WAS","W",16,1,"WAS","TAM",16,10
2004,2,"ARI","L",12,2,"ARI","NWE",12,23
2004,2,"ATL","W",34,NA,"ATL","STL",34,17
2004,2,"BAL","W",30,NA,"BAL","PIT",30,13
2004,2,"BUF","L",10,1,"OAK","BUF",13,10
2004,2,"CAR","W",28,2,"KAN","CAR",17,28
2004,2,"CHI","W",21,2,"GNB","CHI",10,21
2004,2,"CIN","W",16,1,"CIN","MIA",16,13
2004,2,"CLE","L",12,3,"DAL","CLE",19,12
2004,2,"DAL","W",19,4,"DAL","CLE",19,12
2004,2,"DEN","L",6,1,"JAX","DEN",7,6
2004,2,"DET","W",28,1,"DET","HOU",28,16
2004,2,"GNB","L",10,3,"GNB","CHI",10,21
2004,2,"HOU","L",16,3,"DET","HOU",28,16
2004,2,"IND","W",31,1,"TEN","IND",17,31
2004,2,"JAX","W",7,NA,"JAX","DEN",7,6
2004,2,"KAN","L",17,2,"KAN","CAR",17,28
2004,2,"MIA","L",13,3,"CIN","MIA",16,13
2004,2,"MIN","L",16,2,"PHI","MIN",27,16
2004,2,"NOR","W",30,1,"NOR","SFO",30,27
2004,2,"NWE","W",23,3,"ARI","NWE",12,23
2004,2,"NYG","W",20,1,"NYG","WAS",20,14
2004,2,"NYJ","W",34,NA,"SDG","NYJ",28,34
2004,2,"OAK","W",13,NA,"OAK","BUF",13,10
2004,2,"PHI","W",27,1,"PHI","MIN",27,16
2004,2,"PIT","L",13,3,"BAL","PIT",30,13
2004,2,"SDG","L",28,4,"SDG","NYJ",28,34
