"season","week","tm","result","pts","to","tm_home","tm_away","pts_home","pts_away"
2000,17,"MIN","L",10,1,"IND","MIN",31,10
2000,17,"NOR","L",21,1,"NOR","STL",21,26
2000,17,"NWE","L",24,3,"NWE","MIA",24,27
2000,17,"NYG","W",28,1,"NYG","JAX",28,25
2000,17,"NYJ","L",20,6,"BAL","NYJ",34,20
2000,17,"OAK","W",52,NA,"OAK","CAR",52,9
2000,17,"PHI","W",16,4,"PHI","CIN",16,7
2000,17,"PIT","W",34,2,"SDG","PIT",21,34
2000,17,"SDG","L",21,2,"SDG","PIT",21,34
2000,17,"SEA","L",23,4,"SEA","BUF",23,42
2000,17,"SFO","L",9,2,"DEN","SFO",38,9
2000,17,"STL","W",26,1,"NOR","STL",21,26
2000,17,"TAM","L",14,NA,"GNB","TAM",17,14
2000,17,"TEN","W",31,4,"TEN","DAL",31,0
2000,17,"WAS","W",20,2,"WAS","ARI",20,3
2001,1,"ATL","L",13,NA,"SFO","ATL",16,13
2001,1,"BAL","W",17,2,"BAL","CHI",17,6
2001,1,"BUF","L",6,3,"BUF","NOR",6,24
2001,1,"CAR","W",24,2,"MIN","CAR",13,24
2001,1,"CHI","L",6,2,"BAL","CHI",17,6
2001,1,"CIN","W",23,1,"CIN","NWE",23,17
2001,1,"CLE","L",6,1,"CLE","SEA",6,9
2001,1,"DAL","L",6,3,"DAL","TAM",6,10
2001,1,"DEN","W",31,NA,"DEN","NYG",31,20
2001,1,"DET","L",6,3,"GNB","DET",28,6
2001,1,"GNB","W",28,1,"GNB","DET",28,6
2001,1,"IND","W",45,3,"NYJ","IND",24,45
2001,1,"JAX","W",21,NA,"JAX","PIT",21,3
2001,1,"KAN","L",24,3,"KAN","OAK",24,27
2001,1,"MIA","W",31,2,"TEN","MIA",23,31
2001,1,"MIN","L",13,5,"MIN","CAR",13,24
2001,1,"NOR","W",24,NA,"BUF","NOR",6,24
2001,1,"NWE","L",17,NA,"CIN","NWE",23,17
2001,1,"NYG","L",20,NA,"DEN","NYG",31,20
2001,1,"NYJ","L",24,2,"NYJ","IND",24,45
2001,1,"OAK","W",27,3,"KAN","OAK",24,27
2001,1,"PHI","L",17,3,"PHI","STL",17,20
2001,1,"PIT","L",3,4,"JAX","PIT",21,3
2001,1,"SDG","W",30,4,"SDG","WAS",30,3
2001,1,"SEA","W",9,2,"CLE","SEA",6,9
2001,1,"SFO","W",16,1,"SFO","ATL",16,13
2001,1,"STL","W",20,2,"PHI","STL",17,20
2001,1,"TAM","W",10,2,"DAL","TAM",6,10
2001,1,"TEN","L",23,3,"TEN","MIA",23,31
2001,1,"WAS","L",3,4,"SDG","WAS",30,3
2001,2,"ARI","L",17,3,"ARI","DEN",17,38
2001,2,"ATL","W",24,2,"ATL","CAR",24,16
2001,2,"BAL","L",10,6,"CIN","BAL",21,10
2001,2,"BUF","L",26,1,"IND","BUF",42,26
2001,2,"CAR","L",16,1,"ATL","CAR",24,16
2001,2,"CHI","W",17,1,"CHI","MIN",17,10
2001,2,"CIN","W",21,1,"CIN","BAL",21,10
2001,2,"CLE","W",24,2,"CLE","DET",24,14
2001,2,"DAL","L",21,5,"DAL","SDG",21,32
2001,2,"DEN","W",38,NA,"ARI","DEN",17,38
2001,2,"DET","L",14,7,"CLE","DET",24,14
2001,2,"GNB","W",37,1,"GNB","WAS",37,0
2001,2,"IND","W",42,3,"IND","BUF",42,26
2001,2,"JAX","W",13,2,"JAX","TEN",13,6
2001,2,"KAN","L",3,1,"KAN","NYG",3,13
2001,2,"MIA","W",18,2,"MIA","OAK",18,15
2001,2,"MIN","L",10,2,"CHI","MIN",17,10
2001,2,"NWE","L",3,4,"NWE","NYJ",3,10
2001,2,"NYG","W",13,3,"KAN","NYG",3,13
2001,2,"NYJ","W",10,NA,"NWE","NYJ",3,10
2001,2,"OAK","L",15,NA,"MIA","OAK",18,15
2001,2,"PHI","W",27,1,"SEA","PHI",3,27
2001,2,"SDG","W",32,1,"DAL","SDG",21,32
2001,2,"SEA","L",3,1,"SEA","PHI",3,27
2001,2,"SFO","L",26,1,"SFO","STL",26,30
2001,2,"STL","W",30,3,"SFO","STL",26,30
2001,2,"TEN","L",6,NA,"JAX","TEN",13,6
2001,2,"WAS","L",0,3,"GNB","WAS",37,0
2001,3,"ARI","L",14,4,"ARI","ATL",14,34
2001,3,"ATL","W",34,NA,"ARI","ATL",14,34
2001,3,"BAL","W",20,1,"DEN","BAL",13,20
2001,3,"BUF","L",3,2,"BUF","PIT",3,20
2001,3,"CAR","L",7,3,"CAR","GNB",7,28
2001,3,"CIN","L",14,4,"SDG","CIN",28,14
2001,3,"CLE","W",23,3,"JAX","CLE",14,23
2001,3,"DAL","L",18,5,"PHI","DAL",40,18
2001,3,"DEN","L",13,3,"DEN","BAL",13,20
2001,3,"GNB","W",28,2,"CAR","GNB",7,28
2001,3,"IND","L",13,4,"NWE","IND",44,13
2001,3,"JAX","L",14,2,"JAX","CLE",14,23
2001,3,"KAN","W",45,NA,"WAS","KAN",13,45
2001,3,"MIA","L",10,4,"STL","MIA",42,10
2001,3,"MIN","W",20,2,"MIN","TAM",20,16
2001,3,"NOR","L",13,1,"NYG","NOR",21,13
2001,3,"NWE","W",44,NA,"NWE","IND",44,13
2001,3,"NYG","W",21,1,"NYG","NOR",21,13
2001,3,"NYJ","L",17,NA,"NYJ","SFO",17,19
2001,3,"OAK","W",38,1,"OAK","SEA",38,14
2001,3,"PHI","W",40,3,"PHI","DAL",40,18
2001,3,"PIT","W",20,NA,"BUF","PIT",3,20
2001,3,"SDG","W",28,NA,"SDG","CIN",28,14
2001,3,"SEA","L",14,3,"OAK","SEA",38,14
2001,3,"SFO","W",19,1,"NYJ","SFO",17,19
2001,3,"STL","W",42,NA,"STL","MIA",42,10
2001,3,"TAM","L",16,1,"MIN","TAM",20,16
2001,3,"WAS","L",13,1,"WAS","KAN",13,45
2001,4,"ARI","W",21,1,"PHI","ARI",20,21
2001,4,"ATL","L",3,5,"ATL","CHI",3,31
2001,4,"BAL","W",26,NA,"BAL","TEN",26,7
2001,4,"BUF","L",36,5,"BUF","NYJ",36,42
2001,4,"CAR","L",14,3,"SFO","CAR",24,14
2001,4,"CHI","W",31,2,"ATL","CHI",3,31
2001,4,"CIN","L",7,1,"PIT","CIN",16,7
2001,4,"CLE","W",20,1,"CLE","SDG",20,16
2001,4,"DAL","L",21,NA,"OAK","DAL",28,21
2001,4,"DEN","W",20,1,"DEN","KAN",20,6
2001,4,"DET","L",0,3,"DET","STL",0,35
2001,4,"GNB","L",10,3,"TAM","GNB",14,10
2001,4,"JAX","L",15,2,"SEA","JAX",24,15
2001,4,"KAN","L",6,4,"DEN","KAN",20,6
2001,4,"MIA","W",30,1,"MIA","NWE",30,10
2001,4,"MIN","L",15,3,"NOR","MIN",28,15
2001,4,"NOR","W",28,1,"NOR","MIN",28,15
2001,4,"NWE","L",10,3,"MIA","NWE",30,10
2001,4,"NYG","W",23,4,"NYG","WAS",23,9
2001,4,"NYJ","W",42,NA,"BUF","NYJ",36,42
2001,4,"OAK","W",28,2,"OAK","DAL",28,21
2001,4,"PHI","L",20,2,"PHI","ARI",20,21
2001,4,"PIT","W",16,2,"PIT","CIN",16,7
2001,4,"SDG","L",16,NA,"CLE","SDG",20,16
2001,4,"SEA","W",24,2,"SEA","JAX",24,15
2001,4,"SFO","W",24,1,"SFO","CAR",24,14
2001,4,"STL","W",35,1,"DET","STL",0,35
2001,4,"TAM","W",14,1,"TAM","GNB",14,10
2001,4,"TEN","L",7,2,"BAL","TEN",26,7
2001,4,"WAS","L",9,5,"NYG","WAS",23,9
2001,5,"ARI","L",13,1,"CHI","ARI",20,13
2001,5,"ATL","L",31,1,"ATL","SFO",31,37
2001,5,"BAL","L",23,4,"GNB","BAL",31,23
2001,5,"CAR","L",25,3,"CAR","NOR",25,27
2001,5,"CHI","W",20,3,"CHI","ARI",20,13
2001,5,"CIN","W",24,NA,"CIN","CLE",24,14
2001,5,"CLE","L",14,1,"CIN","CLE",24,14
2001,5,"DAL","W",9,1,"DAL","WAS",9,7
2001,5,"DEN","L",21,3,"SEA","DEN",34,21
2001,5,"DET","L",26,1,"MIN","DET",31,26
2001,5,"GNB","W",31,1,"GNB","BAL",31,23
2001,5,"IND","L",18,2,"IND","OAK",18,23
2001,5,"KAN","L",17,1,"KAN","PIT",17,20
2001,5,"MIA","L",17,4,"NYJ","MIA",21,17
2001,5,"MIN","W",31,1,"MIN","DET",31,26
2001,5,"NOR","W",27,3,"CAR","NOR",25,27
2001,5,"NWE","W",29,1,"NWE","SDG",29,26
2001,5,"NYG","L",14,2,"STL","NYG",15,14
2001,5,"NYJ","W",21,NA,"NYJ","MIA",21,17
2001,5,"OAK","W",23,1,"IND","OAK",18,23
2001,5,"PIT","W",20,NA,"KAN","PIT",17,20
2001,5,"SDG","L",26,1,"NWE","SDG",29,26
2001,5,"SEA","W",34,1,"SEA","DEN",34,21
2001,5,"SFO","W",37,2,"ATL","SFO",31,37
2001,5,"STL","W",15,4,"STL","NYG",15,14
2001,5,"TAM","L",28,1,"TEN","TAM",31,28
2001,5,"TEN","W",31,1,"TEN","TAM",31,28
2001,5,"WAS","L",7,1,"DAL","WAS",9,7
2001,6,"ARI","W",24,2,"ARI","KAN",24,16
2001,6,"ATL","W",20,2,"NOR","ATL",13,20
2001,6,"BAL","L",14,3,"CLE","BAL",24,14
2001,6,"BUF","W",13,NA,"JAX","BUF",10,13
2001,6,"CAR","L",14,4,"WAS","CAR",17,14
2001,6,"CHI","W",24,1,"CIN","CHI",0,24
2001,6,"CIN","L",0,1,"CIN","CHI",0,24
2001,6,"CLE","W",24,NA,"CLE","BAL",24,14
2001,6,"DEN","L",10,3,"SDG","DEN",27,10
2001,6,"DET","L",24,2,"DET","TEN",24,27
2001,6,"GNB","L",13,1,"MIN","GNB",35,13
2001,6,"IND","L",17,2,"IND","NWE",17,38
2001,6,"JAX","L",10,2,"JAX","BUF",10,13
2001,6,"KAN","L",16,2,"ARI","KAN",24,16
2001,6,"MIN","W",35,2,"MIN","GNB",35,13
2001,6,"NOR","L",13,1,"NOR","ATL",13,20
2001,6,"NWE","W",38,NA,"IND","NWE",17,38
2001,6,"NYG","L",9,1,"NYG","PHI",9,10
2001,6,"NYJ","L",14,1,"NYJ","STL",14,34
2001,6,"PHI","W",10,1,"NYG","PHI",9,10
2001,6,"PIT","W",17,3,"TAM","PIT",10,17
2001,6,"SDG","W",27,2,"SDG","DEN",27,10
2001,6,"STL","W",34,2,"NYJ","STL",14,34
2001,6,"TAM","L",10,1,"TAM","PIT",10,17
2001,6,"TEN","W",27,2,"DET","TEN",24,27
2001,6,"WAS","W",17,2,"WAS","CAR",17,14
2001,7,"ARI","L",3,4,"DAL","ARI",17,3
2001,7,"BAL","W",18,1,"BAL","JAX",18,17
2001,7,"BUF","L",24,2,"SDG","BUF",27,24
2001,7,"CAR","L",12,1,"CAR","NYJ",12,13
2001,7,"CHI","W",37,3,"CHI","SFO",37,31
2001,7,"CIN","W",31,2,"DET","CIN",27,31
2001,7,"DAL","W",17,2,"DAL","ARI",17,3
2001,7,"DEN","W",31,2,"DEN","NWE",31,20
2001,7,"DET","L",27,3,"DET","CIN",27,31
2001,7,"IND","W",35,1,"KAN","IND",28,35
2001,7,"JAX","L",17,1,"BAL","JAX",18,17
2001,7,"KAN","L",28,3,"KAN","IND",28,35
2001,7,"MIA","W",24,4,"SEA","MIA",20,24
2001,7,"MIN","L",14,1,"TAM","MIN",41,14
2001,7,"NOR","W",34,2,"STL","NOR",31,34
2001,7,"NWE","L",20,5,"DEN","NWE",31,20
2001,7,"NYG","L",21,2,"WAS","NYG",35,21
2001,7,"NYJ","W",13,4,"CAR","NYJ",12,13
2001,7,"OAK","W",20,NA,"PHI","OAK",10,20
2001,7,"PHI","L",10,NA,"PHI","OAK",10,20
2001,7,"PIT","W",34,NA,"PIT","TEN",34,7
2001,7,"SDG","W",27,NA,"SDG","BUF",27,24
2001,7,"SEA","L",20,2,"SEA","MIA",20,24
2001,7,"SFO","L",31,2,"CHI","SFO",37,31
2001,7,"STL","L",31,8,"STL","NOR",31,34
2001,7,"TAM","W",41,1,"TAM","MIN",41,14
2001,7,"TEN","L",7,4,"PIT","TEN",34,7
2001,7,"WAS","W",35,NA,"WAS","NYG",35,21
2001,8,"ARI","L",7,2,"ARI","PHI",7,21
2001,8,"ATL","L",10,1,"ATL","NWE",10,24
2001,8,"BAL","W",13,1,"PIT","BAL",10,13
2001,8,"BUF","L",14,2,"BUF","IND",14,30
2001,8,"CAR","L",6,1,"MIA","CAR",23,6
2001,8,"CHI","W",27,4,"CHI","CLE",27,21
2001,8,"CLE","L",21,1,"CHI","CLE",27,21
2001,8,"DAL","L",24,4,"NYG","DAL",27,24
2001,8,"DEN","L",28,2,"OAK","DEN",38,28
2001,8,"DET","L",13,NA,"SFO","DET",21,13
2001,8,"GNB","W",21,3,"GNB","TAM",21,20
2001,8,"IND","W",30,1,"BUF","IND",14,30
2001,8,"JAX","L",24,1,"TEN","JAX",28,24
2001,8,"KAN","W",25,1,"SDG","KAN",20,25
2001,8,"MIA","W",23,1,"MIA","CAR",23,6
2001,8,"NOR","L",9,4,"NOR","NYJ",9,16
2001,8,"NWE","W",24,2,"ATL","NWE",10,24
2001,8,"NYG","W",27,5,"NYG","DAL",27,24
2001,8,"NYJ","W",16,2,"NOR","NYJ",9,16
2001,8,"OAK","W",38,1,"OAK","DEN",38,28
2001,8,"PHI","W",21,1,"ARI","PHI",7,21
2001,8,"PIT","L",10,1,"PIT","BAL",10,13
2001,8,"SDG","L",20,1,"SDG","KAN",20,25
2001,8,"SEA","L",14,4,"WAS","SEA",27,14
2001,8,"SFO","W",21,3,"SFO","DET",21,13
2001,8,"TAM","L",20,NA,"GNB","TAM",21,20
2001,8,"TEN","W",28,NA,"TEN","JAX",28,24
2001,8,"WAS","W",27,1,"WAS","SEA",27,14
2001,9,"ARI","L",10,3,"ARI","NYG",10,17
2001,9,"ATL","W",20,1,"ATL","DAL",20,13
2001,9,"BAL","W",16,2,"TEN","BAL",10,16
2001,9,"BUF","L",11,2,"NWE","BUF",21,11
2001,9,"CAR","L",14,3,"STL","CAR",48,14
2001,9,"CHI","L",12,1,"CHI","GNB",12,20
2001,9,"CIN","L",13,1,"JAX","CIN",30,13
2001,9,"CLE","L",12,NA,"CLE","PIT",12,15
2001,9,"DAL","L",13,2,"ATL","DAL",20,13
2001,9,"DEN","W",26,1,"DEN","SDG",26,16
2001,9,"DET","L",17,3,"DET","TAM",17,20
2001,9,"GNB","W",20,2,"CHI","GNB",12,20
2001,9,"IND","L",24,3,"IND","MIA",24,27
2001,9,"JAX","W",30,NA,"JAX","CIN",30,13
2001,9,"KAN","L",7,4,"NYJ","KAN",27,7
2001,9,"MIA","W",27,3,"IND","MIA",24,27
2001,9,"MIN","L",17,4,"PHI","MIN",48,17
2001,9,"NOR","L",27,1,"SFO","NOR",28,27
2001,9,"NWE","W",21,3,"NWE","BUF",21,11
2001,9,"NYG","W",17,1,"ARI","NYG",10,17
2001,9,"NYJ","W",27,2,"NYJ","KAN",27,7
2001,9,"OAK","L",27,1,"SEA","OAK",34,27
2001,9,"PHI","W",48,1,"PHI","MIN",48,17
2001,9,"PIT","W",15,1,"CLE","PIT",12,15
2001,9,"SDG","L",16,5,"DEN","SDG",26,16
2001,9,"SEA","W",34,NA,"SEA","OAK",34,27
2001,9,"SFO","W",28,NA,"SFO","NOR",28,27
2001,9,"STL","W",48,4,"STL","CAR",48,14
2001,9,"TAM","W",20,1,"DET","TAM",17,20
2001,9,"TEN","L",10,2,"TEN","BAL",10,16
2001,10,"ARI","W",45,1,"ARI","DET",45,38
2001,10,"ATL","W",23,2,"GNB","ATL",20,23
2001,10,"BAL","L",17,5,"BAL","CLE",17,27
2001,10,"BUF","L",20,2,"BUF","SEA",20,23
2001,10,"CAR","L",22,NA,"CAR","SFO",22,25
2001,10,"CHI","W",27,1,"TAM","CHI",24,27
2001,10,"CIN","L",7,3,"CIN","TEN",7,20
2001,10,"CLE","W",27,3,"BAL","CLE",17,27
2001,10,"DAL","L",3,4,"DAL","PHI",3,36
2001,10,"DEN","L",10,2,"DEN","WAS",10,17
2001,10,"DET","L",38,3,"ARI","DET",45,38
2001,10,"GNB","L",20,4,"GNB","ATL",20,23
2001,10,"IND","L",20,1,"NOR","IND",34,20
2001,10,"JAX","L",7,3,"PIT","JAX",20,7
2001,10,"MIA","L",0,5,"MIA","NYJ",0,24
2001,10,"MIN","W",28,3,"MIN","NYG",28,16
2001,10,"NOR","W",34,NA,"NOR","IND",34,20
2001,10,"NWE","L",17,3,"NWE","STL",17,24
2001,10,"NYG","L",16,2,"MIN","NYG",28,16
2001,10,"NYJ","W",24,NA,"MIA","NYJ",0,24
2001,10,"OAK","W",34,1,"OAK","SDG",34,24
2001,10,"PHI","W",36,1,"DAL","PHI",3,36
2001,10,"PIT","W",20,NA,"PIT","JAX",20,7
2001,10,"SDG","L",24,2,"OAK","SDG",34,24
2001,10,"SEA","W",23,NA,"BUF","SEA",20,23
2001,10,"SFO","W",25,3,"CAR","SFO",22,25
2001,10,"STL","W",24,3,"NWE","STL",17,24
2001,10,"TAM","L",24,4,"TAM","CHI",24,27
2001,10,"TEN","W",20,2,"CIN","TEN",7,20
2001,10,"WAS","W",17,3,"DEN","WAS",10,17
2001,11,"ARI","W",20,2,"SDG","ARI",17,20
2001,11,"ATL","W",10,NA,"CAR","ATL",7,10
2001,11,"BAL","W",24,2,"JAX","BAL",21,24
2001,11,"BUF","L",27,3,"BUF","MIA",27,34
2001,11,"CAR","L",7,2,"CAR","ATL",7,10
2001,11,"CHI","W",13,1,"MIN","CHI",6,13
2001,11,"CIN","L",0,7,"CLE","CIN",18,0
2001,11,"CLE","W",18,3,"CLE","CIN",18,0
2001,11,"DAL","L",24,2,"DAL","DEN",24,26
2001,11,"DEN","W",26,1,"DAL","DEN",24,26
2001,11,"DET","L",27,2,"DET","GNB",27,29
2001,11,"GNB","W",29,2,"DET","GNB",27,29
2001,11,"IND","L",21,5,"IND","SFO",21,40
2001,11,"JAX","L",21,NA,"JAX","BAL",21,24
2001,11,"KAN","W",19,NA,"KAN","SEA",19,7
2001,11,"MIA","W",34,1,"BUF","MIA",27,34
2001,11,"MIN","L",6,1,"MIN","CHI",6,13
2001,11,"NOR","L",17,2,"NWE","NOR",34,17
2001,11,"NWE","W",34,NA,"NWE","NOR",34,17
2001,11,"NYG","L",10,NA,"NYG","OAK",10,28
2001,11,"OAK","W",28,NA,"NYG","OAK",10,28
2001,11,"PHI","L",3,NA,"PHI","WAS",3,13
2001,11,"PIT","W",34,NA,"TEN","PIT",24,34
2001,11,"SDG","L",17,1,"SDG","ARI",17,20
2001,11,"SEA","L",7,NA,"KAN","SEA",19,7
2001,11,"SFO","W",40,1,"IND","SFO",21,40
2001,11,"STL","L",17,6,"STL","TAM",17,24
2001,11,"TAM","W",24,1,"STL","TAM",17,24
2001,11,"TEN","L",24,2,"TEN","PIT",24,34
2001,11,"WAS","W",13,NA,"PHI","WAS",3,13
2001,12,"ARI","W",34,1,"OAK","ARI",31,34
2001,12,"ATL","L",6,2,"ATL","STL",6,35
2001,12,"BAL","W",39,4,"BAL","IND",39,27
2001,12,"BUF","L",0,5,"SFO","BUF",35,0
2001,12,"CAR","L",23,1,"NOR","CAR",27,23
2001,12,"CHI","W",13,1,"CHI","DET",13,10
2001,12,"CIN","L",13,2,"CIN","TAM",13,16
2001,12,"CLE","L",15,3,"CLE","TEN",15,31
2001,12,"DAL","W",20,1,"WAS","DAL",14,20
2001,12,"DEN","L",10,2,"MIA","DEN",21,10
2001,12,"DET","L",10,1,"CHI","DET",13,10
2001,12,"GNB","W",28,1,"JAX","GNB",21,28
2001,12,"IND","L",27,4,"BAL","IND",39,27
2001,12,"JAX","L",21,4,"JAX","GNB",21,28
2001,12,"KAN","L",10,3,"KAN","PHI",10,23
2001,12,"MIA","W",21,1,"MIA","DEN",21,10
2001,12,"MIN","L",16,3,"PIT","MIN",21,16
2001,12,"NOR","W",27,2,"NOR","CAR",27,23
2001,12,"NWE","W",17,NA,"NYJ","NWE",16,17
2001,12,"NYJ","L",16,2,"NYJ","NWE",16,17
2001,12,"OAK","L",31,3,"OAK","ARI",31,34
2001,12,"PHI","W",23,1,"KAN","PHI",10,23
2001,12,"PIT","W",21,2,"PIT","MIN",21,16
2001,12,"SDG","L",10,3,"SEA","SDG",13,10
2001,12,"SEA","W",13,NA,"SEA","SDG",13,10
2001,12,"SFO","W",35,NA,"SFO","BUF",35,0
2001,12,"STL","W",35,NA,"ATL","STL",6,35
2001,12,"TAM","W",16,1,"CIN","TAM",13,16
2001,12,"TEN","W",31,NA,"CLE","TEN",15,31
2001,12,"WAS","L",14,1,"WAS","DAL",14,20
2001,13,"ARI","L",10,1,"ARI","WAS",10,20
2001,13,"ATL","L",10,2,"ATL","NOR",10,28
2001,13,"BUF","W",25,1,"BUF","CAR",25,24
2001,13,"CAR","L",24,2,"BUF","CAR",25,24
2001,13,"CHI","L",7,1,"GNB","CHI",17,7
2001,13,"CIN","L",10,1,"CIN","JAX",10,14
2001,13,"CLE","L",16,4,"NWE","CLE",27,16
2001,13,"DAL","W",20,NA,"DAL","NYG",20,13
2001,13,"DEN","W",20,2,"DEN","SEA",20,7
2001,13,"DET","L",12,1,"TAM","DET",15,12
2001,13,"GNB","W",17,1,"GNB","CHI",17,7
2001,13,"IND","L",6,4,"MIA","IND",41,6
2001,13,"JAX","W",14,1,"CIN","JAX",10,14
2001,13,"KAN","L",26,1,"OAK","KAN",28,26
2001,13,"MIA","W",41,NA,"MIA","IND",41,6
2001,13,"MIN","W",42,1,"MIN","TEN",42,24
2001,13,"NOR","W",28,2,"ATL","NOR",10,28
2001,13,"NWE","W",27,2,"NWE","CLE",27,16
2001,13,"NYG","L",13,2,"DAL","NYG",20,13
2001,13,"NYJ","L",7,NA,"PIT","NYJ",18,7
2001,13,"OAK","W",28,5,"OAK","KAN",28,26
2001,13,"PHI","W",24,1,"PHI","SDG",24,14
2001,13,"PIT","W",18,NA,"PIT","NYJ",18,7
2001,13,"SDG","L",14,4,"PHI","SDG",24,14
2001,13,"SEA","L",7,2,"DEN","SEA",20,7
2001,13,"SFO","L",14,2,"STL","SFO",27,14
2001,13,"STL","W",27,2,"STL","SFO",27,14
2001,13,"TAM","W",15,2,"TAM","DET",15,12
2001,13,"TEN","L",24,2,"MIN","TEN",42,24
2001,13,"WAS","W",20,NA,"ARI","WAS",10,20
2001,14,"ARI","L",13,1,"NYG","ARI",17,13
2001,14,"ATL","L",27,1,"IND","ATL",41,27
2001,14,"BAL","L",21,1,"BAL","PIT",21,26
2001,14,"BUF","L",9,1,"BUF","NWE",9,12
2001,14,"CHI","W",27,1,"CHI","TAM",27,3
2001,14,"CIN","L",14,3,"NYJ","CIN",15,14
2001,14,"CLE","L",10,2,"CLE","JAX",10,15
2001,14,"DAL","L",3,1,"SEA","DAL",29,3
2001,14,"DEN","L",23,1,"KAN","DEN",26,23
2001,14,"DET","W",27,1,"DET","MIN",27,24
2001,14,"GNB","L",20,2,"TEN","GNB",26,20
2001,14,"IND","W",41,1,"IND","ATL",41,27
2001,14,"JAX","W",15,3,"CLE","JAX",10,15
2001,14,"KAN","W",26,3,"KAN","DEN",26,23
2001,14,"MIA","L",0,4,"SFO","MIA",21,0
2001,14,"MIN","L",24,2,"DET","MIN",27,24
2001,14,"NOR","L",21,2,"NOR","STL",21,34
2001,14,"NWE","W",12,2,"BUF","NWE",9,12
2001,14,"NYG","W",17,NA,"NYG","ARI",17,13
2001,14,"NYJ","W",15,NA,"NYJ","CIN",15,14
2001,14,"OAK","W",13,3,"SDG","OAK",6,13
2001,14,"PHI","W",20,4,"WAS","PHI",6,20
2001,14,"PIT","W",26,NA,"BAL","PIT",21,26
2001,14,"SDG","L",6,3,"SDG","OAK",6,13
2001,14,"SEA","W",29,NA,"SEA","DAL",29,3
2001,14,"SFO","W",21,NA,"SFO","MIA",21,0
2001,14,"STL","W",34,2,"NOR","STL",21,34
2001,14,"TAM","L",3,4,"CHI","TAM",27,3
2001,14,"TEN","W",26,2,"TEN","GNB",26,20
2001,14,"WAS","L",6,3,"WAS","PHI",6,20
2001,15,"ARI","W",17,NA,"ARI","DAL",17,10
2001,15,"ATL","W",33,2,"ATL","BUF",33,30
2001,15,"BAL","W",16,1,"BAL","CIN",16,0
2001,15,"BUF","L",30,NA,"ATL","BUF",33,30
2001,15,"CAR","L",32,1,"CAR","STL",32,38
2001,15,"CHI","W",20,1,"WAS","CHI",15,20
2001,15,"CIN","L",0,4,"BAL","CIN",16,0
2001,15,"CLE","L",7,5,"GNB","CLE",30,7
2001,15,"DAL","L",10,3,"ARI","DAL",17,10
2001,15,"DET","L",14,3,"PIT","DET",47,14
2001,15,"GNB","W",30,1,"GNB","CLE",30,7
2001,15,"IND","L",28,2,"IND","NYJ",28,29
2001,15,"JAX","W",33,NA,"MIN","JAX",3,33
2001,15,"KAN","W",20,2,"KAN","SDG",20,17
2001,15,"MIA","L",13,3,"NWE","MIA",20,13
2001,15,"MIN","L",3,2,"MIN","JAX",3,33
2001,15,"NOR","L",21,4,"TAM","NOR",48,21
2001,15,"NWE","W",20,NA,"NWE","MIA",20,13
2001,15,"NYG","W",27,2,"NYG","SEA",27,24
2001,15,"NYJ","W",29,2,"IND","NYJ",28,29
2001,15,"OAK","L",10,1,"OAK","TEN",10,13
2001,15,"PHI","L",3,1,"SFO","PHI",13,3
2001,15,"PIT","W",47,NA,"PIT","DET",47,14
2001,15,"SDG","L",17,NA,"KAN","SDG",20,17
2001,15,"SEA","L",24,2,"NYG","SEA",27,24
2001,15,"SFO","W",13,NA,"SFO","PHI",13,3
2001,15,"STL","W",38,3,"CAR","STL",32,38
2001,15,"TAM","W",48,NA,"TAM","NOR",48,21
2001,15,"TEN","W",13,2,"OAK","TEN",10,13
2001,15,"WAS","L",15,2,"WAS","CHI",15,20
2001,16,"ARI","W",30,NA,"CAR","ARI",7,30
2001,16,"ATL","L",14,4,"MIA","ATL",21,14
2001,16,"BAL","L",10,3,"TAM","BAL",22,10
2001,16,"BUF","W",14,1,"NYJ","BUF",9,14
2001,16,"CAR","L",7,2,"CAR","ARI",7,30
2001,16,"CHI","W",24,NA,"DET","CHI",0,24
2001,16,"CIN","W",26,3,"CIN","PIT",26,23
2001,16,"CLE","W",41,1,"TEN","CLE",38,41
2001,16,"DAL","W",27,NA,"DAL","SFO",27,21
2001,16,"DEN","W",23,NA,"DEN","OAK",23,17
2001,16,"DET","L",0,5,"DET","CHI",0,24
2001,16,"GNB","W",24,1,"GNB","MIN",24,13
2001,16,"IND","L",17,1,"STL","IND",42,17
2001,16,"JAX","L",26,3,"JAX","KAN",26,30
2001,16,"KAN","W",30,4,"JAX","KAN",26,30
2001,16,"MIA","W",21,3,"MIA","ATL",21,14
2001,16,"MIN","L",13,3,"GNB","MIN",24,13
2001,16,"NOR","L",10,4,"NOR","WAS",10,40
2001,16,"NYG","L",21,1,"PHI","NYG",24,21
2001,16,"NYJ","L",9,3,"NYJ","BUF",9,14
2001,16,"OAK","L",17,3,"DEN","OAK",23,17
2001,16,"PHI","W",24,2,"PHI","NYG",24,21
2001,16,"PIT","L",23,5,"CIN","PIT",26,23
2001,16,"SDG","L",22,2,"SDG","SEA",22,25
2001,16,"SEA","W",25,NA,"SDG","SEA",22,25
2001,16,"SFO","L",21,1,"DAL","SFO",27,21
2001,16,"STL","W",42,1,"STL","IND",42,17
2001,16,"TAM","W",22,NA,"TAM","BAL",22,10
2001,16,"TEN","L",38,2,"TEN","CLE",38,41
2001,16,"WAS","W",40,1,"NOR","WAS",10,40
